text,n_word,start_pos,end_pos,label,subject,source_index,category
Lawrence,1,13603,13611,PERSON,Ernest Lawrence,44,Physics
27-inch,1,13689,13696,QUANTITY,Ernest Lawrence,44,Physics
37-inch,1,13727,13734,QUANTITY,Ernest Lawrence,44,Physics
June 1937,2,13748,13757,DATE,Ernest Lawrence,44,Physics
60-inch,1,13793,13800,QUANTITY,Ernest Lawrence,44,Physics
May 1939,2,13814,13822,DATE,Ernest Lawrence,44,Physics
first,1,13869,13874,ORDINAL,Ernest Lawrence,44,Physics
June,1,13899,13903,DATE,Ernest Lawrence,44,Physics
Lawrence,1,14017,14025,PERSON,Ernest Lawrence,44,Physics
John,1,14109,14113,PERSON,Ernest Lawrence,44,Physics
Israel Lyon Chaikoff,3,14118,14138,PERSON,Ernest Lawrence,44,Physics
the University of California's,4,14144,14174,ORG,Ernest Lawrence,44,Physics
Lawrence,1,14198,14206,PERSON,Ernest Lawrence,44,Physics
John,1,14345,14349,PERSON,Ernest Lawrence,44,Physics
John,1,14425,14429,PERSON,Ernest Lawrence,44,Physics
phosphorus-32,1,14435,14448,PERSON,Ernest Lawrence,44,Physics
37-inch,1,14464,14471,QUANTITY,Ernest Lawrence,44,Physics
1938,1,14485,14489,DATE,Ernest Lawrence,44,Physics
1948,1,14664,14668,DATE,Ernest Lawrence,44,Physics
Lawrence,1,14756,14764,PERSON,Ernest Lawrence,44,Physics
first,1,14817,14822,ORDINAL,Ernest Lawrence,44,Physics
60-inch,1,14872,14879,QUANTITY,Ernest Lawrence,44,Physics
November 20,2,14893,14904,DATE,Ernest Lawrence,44,Physics
Lawrence,1,15044,15052,PERSON,Ernest Lawrence,44,Physics
the Nobel Prize in Physics,5,15065,15091,WORK_OF_ART,Ernest Lawrence,44,Physics
November 1939,2,15095,15108,DATE,Ernest Lawrence,44,Physics
first,1,15266,15271,ORDINAL,Ernest Lawrence,44,Physics
Berkeley,1,15275,15283,GPE,Ernest Lawrence,44,Physics
first,1,15299,15304,ORDINAL,Ernest Lawrence,44,Physics
a Nobel Laureate,3,15329,15345,WORK_OF_ART,Ernest Lawrence,44,Physics
first,1,15355,15360,ORDINAL,Ernest Lawrence,44,Physics
The Nobel,2,15417,15426,WORK_OF_ART,Ernest Lawrence,44,Physics
"February 29, 1940",3,15454,15471,DATE,Ernest Lawrence,44,Physics
Berkeley,1,15476,15484,GPE,Ernest Lawrence,44,Physics
California,1,15486,15496,GPE,Ernest Lawrence,44,Physics
World War II,3,15505,15517,EVENT,Ernest Lawrence,44,Physics
Wheeler Hall,2,15540,15552,FAC,Ernest Lawrence,44,Physics
Lawrence,1,15586,15594,PERSON,Ernest Lawrence,44,Physics
Carl E. Wallerstedt,3,15619,15638,PERSON,Ernest Lawrence,44,Physics
Sweden,1,15640,15646,GPE,Ernest Lawrence,44,Physics
San Francisco,2,15667,15680,GPE,Ernest Lawrence,44,Physics
Robert W. Wood,3,15682,15696,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,15706,15714,PERSON,Ernest Lawrence,44,Physics
Nobel,1,15830,15835,WORK_OF_ART,Ernest Lawrence,44,Physics
March 1940,2,15856,15866,DATE,Ernest Lawrence,44,Physics
Arthur Compton,2,15868,15882,PERSON,Ernest Lawrence,44,Physics
Vannevar Bush,2,15884,15897,PERSON,Ernest Lawrence,44,Physics
James B. Conant,3,15899,15914,PERSON,Ernest Lawrence,44,Physics
Karl T. Compton,3,15916,15931,PERSON,Ernest Lawrence,44,Physics
Alfred Lee Loomis,3,15937,15954,PERSON,Ernest Lawrence,44,Physics
Berkeley,1,15967,15975,GPE,Ernest Lawrence,44,Physics
Lawrence,1,15987,15995,PERSON,Ernest Lawrence,44,Physics
184-inch,1,16013,16021,QUANTITY,Ernest Lawrence,44,Physics
"4,500-ton",1,16039,16048,QUANTITY,Ernest Lawrence,44,Physics
$2.65 million,2,16083,16096,MONEY,Ernest Lawrence,44,Physics
"45,000,000",1,16113,16123,MONEY,Ernest Lawrence,44,Physics
2023,1,16127,16131,DATE,Ernest Lawrence,44,Physics
The Rockefeler Foundation,3,16134,16159,ORG,Ernest Lawrence,44,Physics
$1.15 million,2,16169,16182,MONEY,Ernest Lawrence,44,Physics
World War II,3,16219,16231,EVENT,Ernest Lawrence,44,Physics
World War II,3,16318,16330,EVENT,Ernest Lawrence,44,Physics
Europe,1,16334,16340,LOC,Ernest Lawrence,44,Physics
Lawrence,1,16342,16350,PERSON,Ernest Lawrence,44,Physics
the MIT Radiation Laboratory,4,16416,16444,ORG,Ernest Lawrence,44,Physics
American,1,16452,16460,NORP,Ernest Lawrence,44,Physics
Mark Oliphant's,2,16515,16530,PERSON,Ernest Lawrence,44,Physics
Britain,1,16539,16546,GPE,Ernest Lawrence,44,Physics
Lawrence,1,16608,16616,PERSON,Ernest Lawrence,44,Physics
Berkeley,1,16633,16641,GPE,Ernest Lawrence,44,Physics
German,1,16778,16784,NORP,Ernest Lawrence,44,Physics
Berkeley,1,16826,16834,GPE,Ernest Lawrence,44,Physics
December 1940,2,16855,16868,DATE,Ernest Lawrence,44,Physics
Glenn T. Seaborg,3,16870,16886,PERSON,Ernest Lawrence,44,Physics
Emilio Segrè,2,16891,16903,PERSON,Ernest Lawrence,44,Physics
60-inch,1,16913,16920,QUANTITY,Ernest Lawrence,44,Physics
150 cm,2,16922,16928,QUANTITY,Ernest Lawrence,44,Physics
One,1,17072,17075,CARDINAL,Ernest Lawrence,44,Physics
plutonium-239,1,17093,17106,GPE,Ernest Lawrence,44,Physics
Lawrence,1,17191,17199,PERSON,Ernest Lawrence,44,Physics
300,1,17321,17324,MONEY,Ernest Lawrence,44,Physics
six months,2,17337,17347,DATE,Ernest Lawrence,44,Physics
Lawrence,1,17363,17371,PERSON,Ernest Lawrence,44,Physics
Segrè,1,17385,17390,PERSON,Ernest Lawrence,44,Physics
California,1,17414,17424,GPE,Ernest Lawrence,44,Physics
Segrè,1,17437,17442,PERSON,Ernest Lawrence,44,Physics
116,1,17466,17469,MONEY,Ernest Lawrence,44,Physics
the University of California,4,17499,17527,ORG,Ernest Lawrence,44,Physics
Segrè,1,17548,17553,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,17601,17609,PERSON,Ernest Lawrence,44,Physics
Segrè,1,17628,17633,PERSON,Ernest Lawrence,44,Physics
the Rockefeller Foundation,3,17680,17706,ORG,Ernest Lawrence,44,Physics
Chien-Shiung Wu,2,17771,17786,PERSON,Ernest Lawrence,44,Physics
Chinese,1,17790,17797,NORP,Ernest Lawrence,44,Physics
Kenneth Ross MacKenzie,3,17812,17834,PERSON,Ernest Lawrence,44,Physics
Canadian,1,17838,17846,NORP,Ernest Lawrence,44,Physics
September 1941,2,17884,17898,DATE,Ernest Lawrence,44,Physics
Oliphant,1,17900,17908,ORG,Ernest Lawrence,44,Physics
Lawrence,1,17918,17926,PERSON,Ernest Lawrence,44,Physics
Oppenheimer,1,17931,17942,ORG,Ernest Lawrence,44,Physics
Berkeley,1,17946,17954,GPE,Ernest Lawrence,44,Physics
184-inch,1,17999,18007,QUANTITY,Ernest Lawrence,44,Physics
4.7,1,18009,18012,CARDINAL,Ernest Lawrence,44,Physics
Americans,1,18055,18064,NORP,Ernest Lawrence,44,Physics
the British MAUD Committee,4,18117,18143,ORG,Ernest Lawrence,44,Physics
Lawrence,1,18198,18206,PERSON,Ernest Lawrence,44,Physics
uranium-238,1,18296,18307,ORG,Ernest Lawrence,44,Physics
today,1,18325,18330,DATE,Ernest Lawrence,44,Physics
two,1,18408,18411,CARDINAL,Ernest Lawrence,44,Physics
Oliphant,1,18604,18612,ORG,Ernest Lawrence,44,Physics
1934,1,18643,18647,DATE,Ernest Lawrence,44,Physics
Lawrence,1,18650,18658,PERSON,Ernest Lawrence,44,Physics
37-inch,1,18684,18691,QUANTITY,Ernest Lawrence,44,Physics
the Manhattan Project,3,18773,18794,ORG,Ernest Lawrence,44,Physics
Leslie R. Groves Jr.,4,18814,18834,PERSON,Ernest Lawrence,44,Physics
Oppenheimer,1,18846,18857,ORG,Ernest Lawrence,44,Physics
Los Alamos Laboratory,3,18873,18894,ORG,Ernest Lawrence,44,Physics
New Mexico,2,18898,18908,GPE,Ernest Lawrence,44,Physics
Radiation,1,18920,18929,NORP,Ernest Lawrence,44,Physics
the Los Alamos Laboratory,4,18999,19024,ORG,Ernest Lawrence,44,Physics
the Radiation Laboratory,3,19073,19097,ORG,Ernest Lawrence,44,Physics
the University of California,4,19113,19141,ORG,Ernest Lawrence,44,Physics
two,1,19224,19227,CARDINAL,Ernest Lawrence,44,Physics
California,1,19316,19326,GPE,Ernest Lawrence,44,Physics
November 1943,2,19354,19367,DATE,Ernest Lawrence,44,Physics
Lawrence,1,19369,19377,PERSON,Ernest Lawrence,44,Physics
Berkeley,1,19388,19396,GPE,Ernest Lawrence,44,Physics
29,1,19414,19416,CARDINAL,Ernest Lawrence,44,Physics
British,1,19417,19424,NORP,Ernest Lawrence,44,Physics
Oliphant,1,19447,19455,ORG,Ernest Lawrence,44,Physics
Oak Ridge,2,20032,20041,GPE,Ernest Lawrence,44,Physics
Oak Ridge,2,20137,20146,GPE,Ernest Lawrence,44,Physics
Tennessee,1,20148,20157,GPE,Ernest Lawrence,44,Physics
Y-12,1,20183,20187,PRODUCT,Ernest Lawrence,44,Physics
Stone & Webster,3,20205,20220,ORG,Ernest Lawrence,44,Physics
"14,700 tons",2,20243,20254,QUANTITY,Ernest Lawrence,44,Physics
Allis,1,20287,20292,NORP,Ernest Lawrence,44,Physics
Milwaukee,1,20305,20314,GPE,Ernest Lawrence,44,Physics
Oak Ridge,2,20330,20339,GPE,Ernest Lawrence,44,Physics
five,1,20363,20367,CARDINAL,Ernest Lawrence,44,Physics
first,1,20368,20373,ORDINAL,Ernest Lawrence,44,Physics
Alpha,1,20407,20412,GPE,Ernest Lawrence,44,Physics
two,1,20429,20432,CARDINAL,Ernest Lawrence,44,Physics
September 1943,2,20490,20504,DATE,Ernest Lawrence,44,Physics
four,1,20539,20543,CARDINAL,Ernest Lawrence,44,Physics
Alpha II,2,20570,20578,PRODUCT,Ernest Lawrence,44,Physics
October 1943,2,20637,20649,DATE,Ernest Lawrence,44,Physics
14-ton,1,20655,20661,QUANTITY,Ernest Lawrence,44,Physics
December,1,20850,20858,DATE,Ernest Lawrence,44,Physics
Tennessee Eastman,2,21126,21143,PERSON,Ernest Lawrence,44,Physics
Y-12,1,21164,21168,PRODUCT,Ernest Lawrence,44,Physics
between 13% and 15%,4,21221,21240,PERCENT,Ernest Lawrence,44,Physics
Los Alamos,2,21291,21301,GPE,Ernest Lawrence,44,Physics
March 1944,2,21316,21326,DATE,Ernest Lawrence,44,Physics
Only 1,2,21328,21334,CARDINAL,Ernest Lawrence,44,Physics
"5,825",1,21343,21348,CARDINAL,Ernest Lawrence,44,Physics
10%,1,21504,21507,PERCENT,Ernest Lawrence,44,Physics
January 1945,2,21535,21547,DATE,Ernest Lawrence,44,Physics
February,1,21552,21560,DATE,Ernest Lawrence,44,Physics
Alpha,1,21565,21570,GPE,Ernest Lawrence,44,Physics
1.4%,1,21617,21621,PERCENT,Ernest Lawrence,44,Physics
S-50,1,21641,21645,PRODUCT,Ernest Lawrence,44,Physics
The next month,3,21671,21685,DATE,Ernest Lawrence,44,Physics
5%,1,21708,21710,PERCENT,Ernest Lawrence,44,Physics
K-25,1,21726,21730,PRODUCT,Ernest Lawrence,44,Physics
April 1945,2,21759,21769,DATE,Ernest Lawrence,44,Physics
K-25,1,21770,21774,PERSON,Ernest Lawrence,44,Physics
"July 16, 1945",3,21862,21875,DATE,Ernest Lawrence,44,Physics
Lawrence,1,21877,21885,PERSON,Ernest Lawrence,44,Physics
Trinity,1,21899,21906,ORG,Ernest Lawrence,44,Physics
first,1,21927,21932,ORDINAL,Ernest Lawrence,44,Physics
Chadwick,1,21950,21958,PERSON,Ernest Lawrence,44,Physics
Charles A. Thomas,3,21963,21980,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,22024,22032,PERSON,Ernest Lawrence,44,Physics
Japan,1,22090,22095,GPE,Ernest Lawrence,44,Physics
Oppenheimer,1,22138,22149,ORG,Ernest Lawrence,44,Physics
Japanese,1,22209,22217,NORP,Ernest Lawrence,44,Physics
Lawrence,1,22227,22235,PERSON,Ernest Lawrence,44,Physics
Hiroshima,1,22356,22365,GPE,Ernest Lawrence,44,Physics
Lawrence,1,22367,22375,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,22417,22425,PERSON,Ernest Lawrence,44,Physics
the Manhattan Project,3,22437,22458,ORG,Ernest Lawrence,44,Physics
Alpha,1,22506,22511,GPE,Ernest Lawrence,44,Physics
Alpha,1,22573,22578,GPE,Ernest Lawrence,44,Physics
September 1945,2,22606,22620,DATE,Ernest Lawrence,44,Physics
K-25,1,22688,22692,PERSON,Ernest Lawrence,44,Physics
K-27,1,22705,22709,PRODUCT,Ernest Lawrence,44,Physics
January 1946,2,22740,22752,DATE,Ernest Lawrence,44,Physics
December,1,22757,22765,DATE,Ernest Lawrence,44,Physics
Y-12,1,22771,22775,PRODUCT,Ernest Lawrence,44,Physics
Tennessee Eastman,2,22814,22831,ORG,Ernest Lawrence,44,Physics
"8,600",1,22845,22850,CARDINAL,Ernest Lawrence,44,Physics
"1,500",1,22854,22859,CARDINAL,Ernest Lawrence,44,Physics
$2 million,2,22871,22881,MONEY,Ernest Lawrence,44,Physics
Radiation,1,22912,22921,NORP,Ernest Lawrence,44,Physics
"1,086",1,22943,22948,CARDINAL,Ernest Lawrence,44,Physics
May 1945,2,22952,22960,DATE,Ernest Lawrence,44,Physics
424,1,22964,22967,CARDINAL,Ernest Lawrence,44,Physics
the end of the year,5,22971,22990,DATE,Ernest Lawrence,44,Physics
Lawrence,1,23060,23068,PERSON,Ernest Lawrence,44,Physics
Big Science,2,23179,23190,ORG,Ernest Lawrence,44,Physics
1946,1,23252,23256,DATE,Ernest Lawrence,44,Physics
the Manhattan Project,3,23266,23287,ORG,Ernest Lawrence,44,Physics
over $2 million,3,23292,23307,MONEY,Ernest Lawrence,44,Physics
the Radiation Laboratory,3,23324,23348,ORG,Ernest Lawrence,44,Physics
"24,000,000",1,23365,23375,MONEY,Ernest Lawrence,44,Physics
2023,1,23379,23383,DATE,Ernest Lawrence,44,Physics
Seaborg,1,23453,23460,ORG,Ernest Lawrence,44,Physics
Berkeley,1,23526,23534,GPE,Ernest Lawrence,44,Physics
John Lawrence's,2,23540,23555,PERSON,Ernest Lawrence,44,Physics
One,1,23657,23660,CARDINAL,Ernest Lawrence,44,Physics
the University of California,4,23674,23702,ORG,Ernest Lawrence,44,Physics
Lawrence,1,23764,23772,PERSON,Ernest Lawrence,44,Physics
Sproul,1,23804,23810,GPE,Ernest Lawrence,44,Physics
1946,1,23846,23850,DATE,Ernest Lawrence,44,Physics
Manhattan Project,2,23856,23873,ORG,Ernest Lawrence,44,Physics
7,1,23881,23882,MONEY,Ernest Lawrence,44,Physics
the University of California,4,23897,23925,ORG,Ernest Lawrence,44,Physics
184-inch,1,23975,23983,QUANTITY,Ernest Lawrence,44,Physics
the Manhattan Project,3,24034,24055,ORG,Ernest Lawrence,44,Physics
Ed McMillan,2,24086,24097,PERSON,Ernest Lawrence,44,Physics
"November 13, 1946",3,24166,24183,DATE,Ernest Lawrence,44,Physics
first,1,24193,24198,ORDINAL,Ernest Lawrence,44,Physics
1935,1,24210,24214,DATE,Ernest Lawrence,44,Physics
Lawrence,1,24216,24224,PERSON,Ernest Lawrence,44,Physics
Eugene Gardner,2,24280,24294,PERSON,Ernest Lawrence,44,Physics
César Lattes,2,24384,24396,PERSON,Ernest Lawrence,44,Physics
1948,1,24468,24472,DATE,Ernest Lawrence,44,Physics
Atomic Energy Commission,3,24548,24572,ORG,Ernest Lawrence,44,Physics
"January 1, 1947",3,24582,24597,DATE,Ernest Lawrence,44,Physics
That year,2,24599,24608,DATE,Ernest Lawrence,44,Physics
Lawrence,1,24610,24618,PERSON,Ernest Lawrence,44,Physics
$15 million,2,24629,24640,MONEY,Ernest Lawrence,44,Physics
"161,000,000",1,24674,24685,MONEY,Ernest Lawrence,44,Physics
2023,1,24689,24693,DATE,Ernest Lawrence,44,Physics
linear,1,24717,24723,ORG,Ernest Lawrence,44,Physics
The University of California's,4,24811,24841,ORG,Ernest Lawrence,44,Physics
Los Alamos,2,24862,24872,GPE,Ernest Lawrence,44,Physics
"July 1, 1948",3,24905,24917,DATE,Ernest Lawrence,44,Physics
California,1,25023,25033,GPE,Ernest Lawrence,44,Physics
the Los Alamos National Laboratory,5,25121,25155,ORG,Ernest Lawrence,44,Physics
four more years,3,25160,25175,DATE,Ernest Lawrence,44,Physics
Norris Bradbury,2,25191,25206,ORG,Ernest Lawrence,44,Physics
Oppenheimer,1,25225,25236,ORG,Ernest Lawrence,44,Physics
October 1945,2,25256,25268,DATE,Ernest Lawrence,44,Physics
Lawrence,1,25298,25306,PERSON,Ernest Lawrence,44,Physics
Franklin Roosevelt,2,25394,25412,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,25414,25422,PERSON,Ernest Lawrence,44,Physics
Republican,1,25429,25439,NORP,Ernest Lawrence,44,Physics
Oppenheimer,1,25473,25484,ORG,Ernest Lawrence,44,Physics
Radiation Laboratory,2,25526,25546,ORG,Ernest Lawrence,44,Physics
Lawrence,1,25562,25570,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,25610,25618,PERSON,Ernest Lawrence,44,Physics
the Radiation Laboratory,3,25745,25769,ORG,Ernest Lawrence,44,Physics
Cold War,2,25786,25794,EVENT,Ernest Lawrence,44,Physics
"post-war University of California,",4,25810,25844,ORG,Ernest Lawrence,44,Physics
Lawrence,1,25845,25853,PERSON,Ernest Lawrence,44,Physics
House,1,25867,25872,ORG,Ernest Lawrence,44,Physics
Un-American Activities Committee's,3,25873,25907,ORG,Ernest Lawrence,44,Physics
Radiation Laboratory,2,26170,26190,ORG,Ernest Lawrence,44,Physics
Robert Serber,2,26210,26223,PERSON,Ernest Lawrence,44,Physics
Personnel Security Board,3,26266,26290,ORG,Ernest Lawrence,44,Physics
Lawrence,1,26371,26379,PERSON,Ernest Lawrence,44,Physics
Robert Oppenheimer's,2,26387,26407,PERSON,Ernest Lawrence,44,Physics
Frank,1,26416,26421,PERSON,Ernest Lawrence,44,Physics
the Radiation Laboratory,3,26427,26451,ORG,Ernest Lawrence,44,Physics
Robert,1,26484,26490,PERSON,Ernest Lawrence,44,Physics
the University of California,4,26532,26560,ORG,Ernest Lawrence,44,Physics
Robert Oppenheimer's,2,26628,26648,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,26669,26677,PERSON,Ernest Lawrence,44,Physics
Oppenheimer,1,26765,26776,ORG,Ernest Lawrence,44,Physics
Lawrence,1,26807,26815,PERSON,Ernest Lawrence,44,Physics
Thermonuclear,1,26966,26979,GPE,Ernest Lawrence,44,Physics
Lawrence,1,26993,27001,PERSON,Ernest Lawrence,44,Physics
the Soviet Union's,3,27017,27035,GPE,Ernest Lawrence,44,Physics
first,1,27036,27041,ORDINAL,Ernest Lawrence,44,Physics
August 1949,2,27058,27069,DATE,Ernest Lawrence,44,Physics
Mark,1,27442,27446,PERSON,Ernest Lawrence,44,Physics
$7 million,2,27462,27472,MONEY,Ernest Lawrence,44,Physics
25,1,27474,27476,CARDINAL,Ernest Lawrence,44,Physics
MeV,1,27477,27480,PERSON,Ernest Lawrence,44,Physics
linear,1,27481,27487,ORG,Ernest Lawrence,44,Physics
Materials Test Accelerator,3,27511,27537,ORG,Ernest Lawrence,44,Physics
MTA,1,27539,27542,ORG,Ernest Lawrence,44,Physics
MTA,1,27590,27593,ORG,Ernest Lawrence,44,Physics
the Mark II,3,27603,27614,LOC,Ernest Lawrence,44,Physics
Serber,1,27684,27690,PERSON,Ernest Lawrence,44,Physics
Segrè,1,27695,27700,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,27783,27791,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,27832,27840,PERSON,Ernest Lawrence,44,Physics
Edward Teller's,2,27857,27872,PERSON,Ernest Lawrence,44,Physics
second,1,27888,27894,ORDINAL,Ernest Lawrence,44,Physics
Lawrence,1,27929,27937,PERSON,Ernest Lawrence,44,Physics
Livermore,1,27980,27989,GPE,Ernest Lawrence,44,Physics
California,1,27991,28001,GPE,Ernest Lawrence,44,Physics
Lawrence,1,28003,28011,PERSON,Ernest Lawrence,44,Physics
Teller,1,28016,28022,PERSON,Ernest Lawrence,44,Physics
the Atomic Energy Commission,4,28061,28089,ORG,Ernest Lawrence,44,Physics
the Los Alamos National Laboratory,5,28118,28152,ORG,Ernest Lawrence,44,Physics
Chicago,1,28217,28224,GPE,Ernest Lawrence,44,Physics
Livermore,1,28281,28290,ORG,Ernest Lawrence,44,Physics
"July 17, 1952",3,28315,28328,DATE,Ernest Lawrence,44,Physics
Mark II MTA,3,28338,28349,PERSON,Ernest Lawrence,44,Physics
the Atomic Energy Commission,4,28378,28406,ORG,Ernest Lawrence,44,Physics
$45 million,2,28417,28428,MONEY,Ernest Lawrence,44,Physics
the Brookhaven National Laboratory's,4,28559,28595,ORG,Ernest Lawrence,44,Physics
Cosmotron,1,28596,28605,ORG,Ernest Lawrence,44,Physics
1,1,28622,28623,CARDINAL,Ernest Lawrence,44,Physics
the Nobel Prize,3,28680,28695,WORK_OF_ART,Ernest Lawrence,44,Physics
Lawrence,1,28697,28705,PERSON,Ernest Lawrence,44,Physics
the Hughes Medal,3,28745,28761,ORG,Ernest Lawrence,44,Physics
1937,1,28765,28769,DATE,Ernest Lawrence,44,Physics
the Comstock Prize in Physics,5,28771,28800,ORG,Ernest Lawrence,44,Physics
1938,1,28804,28808,DATE,Ernest Lawrence,44,Physics
the Duddell Medal and Prize,5,28810,28837,ORG,Ernest Lawrence,44,Physics
1940,1,28841,28845,DATE,Ernest Lawrence,44,Physics
the Holley Medal,3,28847,28863,ORG,Ernest Lawrence,44,Physics
1942,1,28867,28871,DATE,Ernest Lawrence,44,Physics
Merit,1,28887,28892,ORG,Ernest Lawrence,44,Physics
1946,1,28896,28900,DATE,Ernest Lawrence,44,Physics
1951,1,28931,28935,DATE,Ernest Lawrence,44,Physics
Faraday Medal,2,28937,28950,ORG,Ernest Lawrence,44,Physics
1952,1,28954,28958,DATE,Ernest Lawrence,44,Physics
the Enrico Fermi Award,4,28964,28986,ORG,Ernest Lawrence,44,Physics
the Atomic Energy Commission,4,28992,29020,ORG,Ernest Lawrence,44,Physics
1957,1,29024,29028,DATE,Ernest Lawrence,44,Physics
the United States,3,29057,29074,ORG,Ernest Lawrence,44,Physics
National Academy of Sciences,4,29075,29103,ORG,Ernest Lawrence,44,Physics
1934,1,29107,29111,DATE,Ernest Lawrence,44,Physics
the American Academy of Arts and Sciences,7,29122,29163,ORG,Ernest Lawrence,44,Physics
the American Philosophical Society,4,29168,29202,ORG,Ernest Lawrence,44,Physics
1937,1,29206,29210,DATE,Ernest Lawrence,44,Physics
the Legion d'Honneur,3,29238,29258,ORG,Ernest Lawrence,44,Physics
1948,1,29262,29266,DATE,Ernest Lawrence,44,Physics
first,1,29280,29285,ORDINAL,Ernest Lawrence,44,Physics
the US Military Academy,4,29328,29351,ORG,Ernest Lawrence,44,Physics
1958,1,29355,29359,DATE,Ernest Lawrence,44,Physics
July 1958,2,29365,29374,DATE,Ernest Lawrence,44,Physics
Dwight D. Eisenhower,3,29386,29406,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,29413,29421,PERSON,Ernest Lawrence,44,Physics
Geneva,1,29435,29441,GPE,Ernest Lawrence,44,Physics
Switzerland,1,29443,29454,GPE,Ernest Lawrence,44,Physics
Partial Nuclear Test Ban Treaty,5,29485,29516,LAW,Ernest Lawrence,44,Physics
the Soviet Union,3,29522,29538,GPE,Ernest Lawrence,44,Physics
AEC,1,29540,29543,ORG,Ernest Lawrence,44,Physics
Lewis Strauss,2,29553,29566,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,29583,29591,PERSON,Ernest Lawrence,44,Physics
two,1,29609,29612,CARDINAL,Ernest Lawrence,44,Physics
Strauss,1,29683,29690,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,29718,29726,PERSON,Ernest Lawrence,44,Physics
1939,1,29742,29746,DATE,Ernest Lawrence,44,Physics
Strauss,1,29748,29755,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,29773,29781,PERSON,Ernest Lawrence,44,Physics
Geneva,1,29797,29803,GPE,Ernest Lawrence,44,Physics
Lawrence,1,29823,29831,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,29955,29963,PERSON,Ernest Lawrence,44,Physics
Geneva,1,30006,30012,GPE,Ernest Lawrence,44,Physics
Stanford University,2,30053,30072,ORG,Ernest Lawrence,44,Physics
one,1,30182,30185,CARDINAL,Ernest Lawrence,44,Physics
Palo Alto Hospital,3,30215,30233,FAC,Ernest Lawrence,44,Physics
"August 27, 1958,",3,30237,30253,DATE,Ernest Lawrence,44,Physics
nineteen days,2,30254,30267,DATE,Ernest Lawrence,44,Physics
57th,1,30278,30282,ORDINAL,Ernest Lawrence,44,Physics
Molly,1,30293,30298,PERSON,Ernest Lawrence,44,Physics
the First Congregational Church,4,30365,30396,ORG,Ernest Lawrence,44,Physics
Berkeley,1,30400,30408,GPE,Ernest Lawrence,44,Physics
University of California,3,30410,30434,ORG,Ernest Lawrence,44,Physics
Clark Kerr,2,30445,30455,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,30504,30512,PERSON,Ernest Lawrence,44,Physics
the Regents of the University of California,7,30522,30565,ORG,Ernest Lawrence,44,Physics
two,1,30582,30585,CARDINAL,Ernest Lawrence,44,Physics
Lawrence,1,30634,30642,PERSON,Ernest Lawrence,44,Physics
the Lawrence Livermore National Laboratory,5,30644,30686,ORG,Ernest Lawrence,44,Physics
the Lawrence Berkeley National Laboratory,5,30691,30732,ORG,Ernest Lawrence,44,Physics
The Ernest Orlando Lawrence Award,5,30734,30767,ORG,Ernest Lawrence,44,Physics
1959,1,30801,30805,DATE,Ernest Lawrence,44,Physics
Chemical,1,30807,30815,ORG,Ernest Lawrence,44,Physics
103,1,30831,30834,CARDINAL,Ernest Lawrence,44,Physics
the Lawrence Berkeley National Laboratory,5,30850,30891,ORG,Ernest Lawrence,44,Physics
1961,1,30895,30899,DATE,Ernest Lawrence,44,Physics
1968,1,30936,30940,DATE,Ernest Lawrence,44,Physics
the Lawrence Hall of Science,5,30941,30969,ORG,Ernest Lawrence,44,Physics
the Bancroft Library,3,31050,31070,ORG,Ernest Lawrence,44,Physics
"the University of California, Berkeley",5,31074,31112,ORG,Ernest Lawrence,44,Physics
the 1980s,2,31118,31127,DATE,Ernest Lawrence,44,Physics
Lawrence,1,31129,31137,PERSON,Ernest Lawrence,44,Physics
the University of California Board of Regents,7,31157,31202,ORG,Ernest Lawrence,44,Physics
the Lawrence Livermore Laboratory,4,31258,31291,ORG,Ernest Lawrence,44,Physics
Lawrence,1,31329,31337,PERSON,Ernest Lawrence,44,Physics
more than 44 years,4,31406,31424,DATE,Ernest Lawrence,44,Physics
Walnut Creek,2,31437,31449,GPE,Ernest Lawrence,44,Physics
California,1,31451,31461,GPE,Ernest Lawrence,44,Physics
the age of 92,4,31466,31479,DATE,Ernest Lawrence,44,Physics
"January 6, 2003",3,31483,31498,DATE,Ernest Lawrence,44,Physics
George B. Kauffman,3,31503,31521,PERSON,Ernest Lawrence,44,Physics
Lawrence,1,31863,31871,PERSON,Ernest Lawrence,44,Physics
Josh Hartnett,2,31888,31901,PERSON,Ernest Lawrence,44,Physics
Christopher Nolan's,2,31905,31924,PERSON,Ernest Lawrence,44,Physics
2023,1,31925,31929,DATE,Ernest Lawrence,44,Physics
