,text,n_word,start_pos,end_pos,label,source_index,category
13621,de Broglie,2,711,721,PERSON,34,Physics
13622,Erwin Schrödinger,2,734,751,PERSON,34,Physics
13623,1952,1,891,895,DATE,34,Physics
13624,David Bohm,2,937,947,PERSON,34,Physics
13625,Louis de Broglie,3,949,965,PERSON,34,Physics
13626,sixteenth,1,974,983,ORDINAL,34,Physics
13627,1,1,1014,1015,CARDINAL,34,Physics
13628,Académie,1,1023,1031,ORG,34,Physics
13629,1944,1,1045,1049,DATE,34,Physics
13630,the French Academy of Sciences,5,1088,1118,ORG,34,Physics
13631,De Broglie,2,1120,1130,PERSON,34,Physics
13632,first,1,1142,1147,ORDINAL,34,Physics
13633,the European Organization for Nuclear Research,6,1271,1317,ORG,34,Physics
13634,CERN,1,1319,1323,ORG,34,Physics
13635,Louis de Broglie,3,1376,1392,PERSON,34,Physics
13636,Broglie,1,1439,1446,PERSON,34,Physics
13637,several centuries,2,1474,1491,DATE,34,Physics
13638,France,1,1543,1549,GPE,34,Physics
13639,Louis-Alphonse-Victor,1,1587,1608,PERSON,34,Physics
13640,5th,1,1610,1613,ORDINAL,34,Physics
13641,duc de Broglie,3,1614,1628,PERSON,34,Physics
13642,Pauline d’Armaille,2,1645,1663,PERSON,34,Physics
13643,Napoleonic,1,1690,1700,NORP,34,Physics
13644,Philippe Paul,2,1709,1722,PERSON,34,Physics
13645,comte de Ségur,3,1724,1738,PERSON,34,Physics
13646,Marie Célestine Amélie d'Armaillé,4,1769,1802,PERSON,34,Physics
13647,five,1,1813,1817,CARDINAL,34,Physics
13648,Louis,1,1843,1848,PERSON,34,Physics
13649,Albertina,1,1862,1871,PERSON,34,Physics
13650,1872,1,1873,1877,DATE,34,Physics
13651,1946,1,1878,1882,DATE,34,Physics
13652,the Marquise de Luppé,4,1898,1919,WORK_OF_ART,34,Physics
13653,Maurice,1,1921,1928,PERSON,34,Physics
13654,1875,1,1930,1934,DATE,34,Physics
13655,1960,1,1935,1939,DATE,34,Physics
13656,Philip,1,1988,1994,PERSON,34,Physics
13657,1881,1,1996,2000,DATE,34,Physics
13658,1890,1,2001,2005,DATE,34,Physics
13659,two years,2,2017,2026,DATE,34,Physics
13660,Louis,1,2047,2052,PERSON,34,Physics
13661,Pauline,1,2058,2065,PERSON,34,Physics
13662,Comtesse de Pange,3,2067,2084,PERSON,34,Physics
13663,1888,1,2086,2090,DATE,34,Physics
13664,1972,1,2091,2095,DATE,34,Physics
13665,Louis,1,2128,2133,PERSON,34,Physics
13666,"Dieppe, Seine-Maritime",2,2146,2168,GPE,34,Physics
13667,Louis,1,2207,2212,PERSON,34,Physics
13668,the Third Republic of France,5,2453,2481,GPE,34,Physics
13669,De Broglie,2,2553,2563,PERSON,34,Physics
13670,first,1,2618,2623,ORDINAL,34,Physics
13671,the First World War,4,2808,2827,EVENT,34,Physics
13672,1914,1,2831,2835,DATE,34,Physics
13673,Louis de Broglie,3,2962,2978,PERSON,34,Physics
13674,Fort Mont Valérien,3,3052,3070,FAC,34,Physics
13675,the Wireless Communications Service,4,3135,3170,ORG,34,Physics
13676,the Eiffel Tower,3,3185,3201,FAC,34,Physics
13677,Louis de Broglie,3,3244,3260,PERSON,34,Physics
13678,the First World War,4,3301,3320,EVENT,34,Physics
13679,Léon Brillouin,2,3389,3403,PERSON,34,Physics
13680,Maurice,1,3416,3423,PERSON,34,Physics
13681,Louis de Broglie,3,3498,3514,PERSON,34,Physics
13682,August 1919,2,3534,3545,DATE,34,Physics
13683,about six years,3,3625,3640,DATE,34,Physics
13684,1924,1,3756,3760,DATE,34,Physics
13685,Recherches sur la théorie des quanta,6,3768,3804,WORK_OF_ART,34,Physics
13686,Research on the Theory of the Quanta,7,3806,3842,WORK_OF_ART,34,Physics
13687,Max Planck,2,3964,3974,PERSON,34,Physics
13688,Albert Einstein,2,3979,3994,PERSON,34,Physics
13689,Broglie,1,4040,4047,PERSON,34,Physics
13690,De Broglie,2,4126,4136,PERSON,34,Physics
13691,the Nobel Prize in Physics,5,4287,4313,WORK_OF_ART,34,Physics
13692,1929,1,4317,4321,DATE,34,Physics
13693,de Broglie,2,4396,4406,PERSON,34,Physics
13694,David Bohm,2,4574,4584,PERSON,34,Physics
13695,the 1950s,2,4588,4597,DATE,34,Physics
13696,the De Broglie,3,4634,4648,PERSON,34,Physics
13697,Bohm,1,4649,4653,PERSON,34,Physics
13698,de Broglie,2,4703,4713,PERSON,34,Physics
13699,1930,1,4822,4826,DATE,34,Physics
13700,Actualités scientifiques et industrielles,4,4854,4895,WORK_OF_ART,34,Physics
13701,Éditions Hermann,2,4909,4925,ORG,34,Physics
13702,De Broglie,2,4927,4937,PERSON,34,Physics
13703,Académie des sciences,3,4961,4982,ORG,34,Physics
13704,1933,1,4986,4990,DATE,34,Physics
13705,1942,1,5039,5043,DATE,34,Physics
13706,Le Conseil de l'Union Catholique des Scientifiques Francais,8,5066,5125,ORG,34,Physics
13707,1941,1,5173,5177,DATE,34,Physics
13708,the National Council of Vichy France,6,5203,5239,ORG,34,Physics
13709,12 October 1944,3,5244,5259,DATE,34,Physics
13710,the Académie Française,3,5279,5301,ORG,34,Physics
13711,Émile Picard,2,5327,5339,PERSON,34,Physics
13712,Académie,1,5384,5392,ORG,34,Physics
13713,Académie,1,5457,5465,ORG,34,Physics
13714,twenty,1,5499,5505,CARDINAL,34,Physics
13715,seventeen,1,5609,5618,CARDINAL,34,Physics
13716,Académie,1,5690,5698,ORG,34,Physics
13717,Maurice,1,5747,5754,PERSON,34,Physics
13718,1934,1,5780,5784,DATE,34,Physics
13719,UNESCO,1,5786,5792,ORG,34,Physics
13720,first,1,5809,5814,ORDINAL,34,Physics
13721,Kalinga Prize,2,5815,5828,WORK_OF_ART,34,Physics
13722,1952,1,5832,5836,DATE,34,Physics
13723,the Royal Society,3,5927,5944,ORG,34,Physics
13724,23 April 1953,3,5948,5961,DATE,34,Physics
13725,Louis,1,5963,5968,PERSON,34,Physics
13726,7th,1,5980,5983,ORDINAL,34,Physics
13727,duc de Broglie,3,5984,5998,FAC,34,Physics
13728,1960,1,6002,6006,DATE,34,Physics
13729,Maurice,1,6057,6064,PERSON,34,Physics
13730,6th,1,6066,6069,ORDINAL,34,Physics
13731,duc de Broglie,3,6070,6084,PERSON,34,Physics
13732,1961,1,6107,6111,DATE,34,Physics
13733,Knight of the Grand Cross in the Légion d'honneur,9,6138,6187,WORK_OF_ART,34,Physics
13734,De Broglie,2,6189,6199,PERSON,34,Physics
13735,French,1,6239,6245,NORP,34,Physics
13736,High Commission of Atomic Energy,5,6246,6278,ORG,34,Physics
13737,1945,1,6282,6286,DATE,34,Physics
13738,the Henri Poincaré Institute,4,6399,6427,ORG,34,Physics
13739,the International Academy of Quantum Molecular Science,7,6535,6589,ORG,34,Physics
13740,Louis,1,6615,6620,PERSON,34,Physics
13741,19 March 1987,3,6652,6665,DATE,34,Physics
13742,Louveciennes,1,6669,6681,GPE,34,Physics
13743,the age of 94,4,6685,6698,DATE,34,Physics
13744,Victor-François,1,6746,6761,PERSON,34,Physics
13745,8th,1,6763,6766,ORDINAL,34,Physics
13746,duc de Broglie,3,6767,6781,FAC,34,Physics
13747,23 March 1987,3,6804,6817,DATE,34,Physics
13748,the Church of Saint-Pierre-de-Neuilly,4,6821,6858,FAC,34,Physics
13749,first,1,6944,6949,ORDINAL,34,Physics
13750,Louis de Broglie,3,6959,6975,WORK_OF_ART,34,Physics
13751,early 1920s,2,6977,6988,DATE,34,Physics
13752,Maurice,1,7044,7051,PERSON,34,Physics
13753,Bohr,1,7231,7235,PERSON,34,Physics
13754,Alexandre Dauvillier,2,7600,7620,PERSON,34,Physics
13755,Edmund Stoner,2,7754,7767,PERSON,34,Physics
13756,Sommerfeld,1,7832,7842,PERSON,34,Physics
13757,1925,1,7984,7988,DATE,34,Physics
13758,1926,1,7993,7997,DATE,34,Physics
13759,Leningrad,1,7999,8008,GPE,34,Physics
13760,Orest Khvolson,2,8019,8033,PERSON,34,Physics
13761,Broglie,1,8051,8058,PERSON,34,Physics
13762,the Nobel Prize,3,8072,8087,WORK_OF_ART,34,Physics
13763,Maurice,1,8257,8264,PERSON,34,Physics
13764,Louis de Broglie's,3,8362,8380,ORG,34,Physics
13765,1919,1,8509,8513,DATE,34,Physics
13766,1922,1,8514,8518,DATE,34,Physics
13767,Marcel Brillouin,2,8523,8539,PERSON,34,Physics
13768,Bohr's,1,8633,8639,PERSON,34,Physics
13769,Louis de Broglie,3,8682,8698,PERSON,34,Physics
13770,Einstein,1,8715,8723,PERSON,34,Physics
13771,first,1,8758,8763,ORDINAL,34,Physics
13772,1922,1,8802,8806,DATE,34,Physics
13773,French,1,8812,8818,NORP,34,Physics
13774,Wien,1,8941,8945,GPE,34,Physics
13775,the summer of 1923,4,9402,9420,DATE,34,Physics
13776,De Broglie,2,9455,9465,PERSON,34,Physics
13777,"Waves and quanta""",3,9502,9519,WORK_OF_ART,34,Physics
13778,French: Ondes et quanta,4,9521,9544,WORK_OF_ART,34,Physics
13779,the Paris Academy of Sciences,5,9572,9601,ORG,34,Physics
13780,"September 10, 1923",3,9605,9623,DATE,34,Physics
13781,PhD,1,9721,9724,WORK_OF_ART,34,Physics
13782,Compton,1,9999,10006,LOC,34,Physics
13783,de Broglie,2,10216,10226,PERSON,34,Physics
13784,2,1,10389,10390,CARDINAL,34,Physics
13785,two,1,10896,10899,CARDINAL,34,Physics
13786,September 24 and October 8,5,10935,10961,DATE,34,Physics
13787,de Broglie,2,10978,10988,PERSON,34,Physics
13788,Fermat's,1,11228,11236,PRODUCT,34,Physics
13789,Einstein,1,11453,11461,PERSON,34,Physics
13790,G P Thomson,3,11516,11527,ORG,34,Physics
13791,Davisson,1,11532,11540,PERSON,34,Physics
13792,Germer,1,11545,11551,PERSON,34,Physics
13793,Erwin Schrödinger,2,11584,11601,PERSON,34,Physics
13794,de Broglie,2,11739,11749,PERSON,34,Physics
13795,Schrödinger,1,11935,11946,PRODUCT,34,Physics
13796,de Broglie,2,12223,12233,PERSON,34,Physics
13797,David Bohm,2,12327,12337,PERSON,34,Physics
13798,1924,1,12404,12408,DATE,34,Physics
13799,de Broglie,2,12417,12427,PERSON,34,Physics
13800,David Hestenes,2,12574,12588,PERSON,34,Physics
13801,Schrödinger,1,12653,12664,PERSON,34,Physics
13802,de Broglie,2,12918,12928,PERSON,34,Physics
13803,second,1,13494,13500,ORDINAL,34,Physics
13804,1924,1,13513,13517,DATE,34,Physics
13805,de Broglie,2,13526,13536,PERSON,34,Physics
13806,Fermat's,1,13607,13615,PERSON,34,Physics
13807,William Rowan Hamilton,3,13894,13916,PERSON,34,Physics
13808,a century earlier,3,13917,13934,DATE,34,Physics
13809,1830,1,13964,13968,DATE,34,Physics
13810,Max Born,2,14095,14103,PERSON,34,Physics
13811,de Broglie,2,14159,14169,PERSON,34,Physics
13812,two,1,14391,14394,CARDINAL,34,Physics
13813,Boltzmann,1,14451,14460,PERSON,34,Physics
13814,Dynamics,1,14615,14623,ORG,34,Physics
13815,these past years,3,14796,14812,DATE,34,Physics
13816,Gottfried Wilhelm Leibniz,3,15093,15118,PERSON,34,Physics
13817,first,1,15414,15419,ORDINAL,34,Physics
13818,first,1,15442,15447,ORDINAL,34,Physics
13819,second,1,15485,15491,ORDINAL,34,Physics
13820,2,1,15573,15574,CARDINAL,34,Physics
13821,1934,1,15739,15743,DATE,34,Physics
13822,two,1,15812,15815,CARDINAL,34,Physics
13823,Dirac,1,15816,15821,PRODUCT,34,Physics
13824,three,1,16041,16046,CARDINAL,34,Physics
13825,Fermat,1,16097,16103,PRODUCT,34,Physics
13826,Maupertuis,1,16105,16115,PERSON,34,Physics
13827,Carnot,1,16121,16127,PERSON,34,Physics
13828,two,1,16231,16234,CARDINAL,34,Physics
13829,Honors,1,16780,16786,WORK_OF_ART,34,Physics
13830,1929,1,16801,16805,DATE,34,Physics
13831,Nobel Prize,2,16806,16817,WORK_OF_ART,34,Physics
13832,1929,1,16829,16833,DATE,34,Physics
13833,"Henri Poincaré Medal
1932 Albert I of Monaco Prize",8,16834,16884,WORK_OF_ART,34,Physics
13834,1938,1,16885,16889,DATE,34,Physics
13835,Max Planck Medal,3,16890,16906,WORK_OF_ART,34,Physics
13836,1938,1,16907,16911,DATE,34,Physics
13837,Royal Swedish Academy of Sciences,5,16920,16953,ORG,34,Physics
13838,1939,1,16954,16958,DATE,34,Physics
13839,American Philosophical Society,3,16981,17011,ORG,34,Physics
13840,1944,1,17012,17016,DATE,34,Physics
13841,1948,1,17044,17048,DATE,34,Physics
13842,United States National Academy of Sciences,6,17071,17113,ORG,34,Physics
13843,1952,1,17114,17118,DATE,34,Physics
13844,"Kalinga Prize
1953 Fellow",3,17119,17144,WORK_OF_ART,34,Physics
13845,Royal Society,2,17146,17159,ORG,34,Physics
13846,1958,1,17160,17164,DATE,34,Physics
13847,the American Academy of Arts and Sciences,7,17198,17239,ORG,34,Physics
13848,Recherches sur la théorie des quanta,6,17262,17298,FAC,34,Physics
13849,Paris,1,17343,17348,GPE,34,Physics
13850,1924,1,17350,17354,DATE,34,Physics
13851,Ann. de Physique,3,17356,17372,WORK_OF_ART,34,Physics
13852,10,1,17374,17376,CARDINAL,34,Physics
13853,3,1,17378,17379,CARDINAL,34,Physics
13854,22,1,17381,17383,CARDINAL,34,Physics
13855,1925,1,17385,17389,DATE,34,Physics
13856,Maurice de Broglie,3,17498,17516,PERSON,34,Physics
13857,Gauthier-Villars,1,17518,17534,FAC,34,Physics
13858,1928,1,17536,17540,DATE,34,Physics
13859,French,1,17566,17572,LANGUAGE,34,Physics
13860,Paris,1,17575,17580,GPE,34,Physics
13861,Gauthier-Villars,1,17582,17598,GPE,34,Physics
13862,1926,1,17600,17604,DATE,34,Physics
13863,Rapport au 5ème Conseil de Physique Solvay,7,17606,17648,WORK_OF_ART,34,Physics
13864,5th,1,17665,17668,ORDINAL,34,Physics
13865,Solvay Physics Congress,3,17669,17692,ORG,34,Physics
13866,Brussels,1,17695,17703,GPE,34,Physics
13867,1927,1,17705,17709,DATE,34,Physics
13868,French,1,17737,17743,LANGUAGE,34,Physics
13869,Paris,1,17746,17751,GPE,34,Physics
13870,Gauthier-Villars,1,17753,17769,GPE,34,Physics
13871,1928,1,17771,17775,DATE,34,Physics
13872,French,1,17828,17834,LANGUAGE,34,Physics
13873,Paris,1,17837,17842,GPE,34,Physics
13874,Librairie scientifique Hermann,3,17844,17874,ORG,34,Physics
13875,1930,1,17884,17888,DATE,34,Physics
13876,Matière et lumière,3,17890,17908,ORG,34,Physics
13877,Matter and Light,3,17910,17926,WORK_OF_ART,34,Physics
13878,Paris,1,17929,17934,GPE,34,Physics
13879,Albin Michel,2,17936,17948,PERSON,34,Physics
13880,1937,1,17950,17954,DATE,34,Physics
13881,La Physique nouvelle et les quanta,6,17956,17990,FAC,34,Physics
13882,New Physics and Quanta,4,17992,18014,WORK_OF_ART,34,Physics
13883,Flammarion,1,18017,18027,GPE,34,Physics
13884,1937,1,18029,18033,DATE,34,Physics
13885,Modern Physics,2,18110,18124,WORK_OF_ART,34,Physics
13886,Paris,1,18127,18132,GPE,34,Physics
13887,Albin Michel,2,18134,18146,PERSON,34,Physics
13888,1941,1,18148,18152,DATE,34,Physics
13889,"Waves, Corpuscles, Wave Mechanics",4,18197,18230,WORK_OF_ART,34,Physics
13890,Paris: Albin Michel,3,18233,18252,WORK_OF_ART,34,Physics
13891,1945,1,18254,18258,DATE,34,Physics
13892,Albin Michel,2,18314,18326,PERSON,34,Physics
13893,1947,1,18328,18332,DATE,34,Physics
13894,Vie et œuvre de Paul Langevin,6,18334,18363,WORK_OF_ART,34,Physics
13895,Paul Langevin,2,18387,18400,PERSON,34,Physics
13896,French Academy of Sciences,4,18403,18429,ORG,34,Physics
13897,1947,1,18431,18435,DATE,34,Physics
13898,Optique électronique et corpusculaire,4,18437,18474,ORG,34,Physics
13899,Electronic and Corpuscular Optics,4,18476,18509,ORG,34,Physics
13900,Herman,1,18512,18518,PERSON,34,Physics
13901,1950,1,18520,18524,DATE,34,Physics
13902,Savants et découvertes,3,18526,18548,WORK_OF_ART,34,Physics
13903,Paris,1,18579,18584,GPE,34,Physics
13904,Albin Michel,2,18586,18598,PERSON,34,Physics
13905,1951,1,18600,18604,DATE,34,Physics
13906,Paris,1,18724,18729,GPE,34,Physics
13907,Gauthier-Villars,1,18731,18747,GPE,34,Physics
13908,1956,1,18749,18753,DATE,34,Physics
13909,English,1,18755,18762,LANGUAGE,34,Physics
13910,Amsterdam,1,18828,18837,GPE,34,Physics
13911,Elsevier,1,18839,18847,ORG,34,Physics
13912,1960,1,18849,18853,DATE,34,Physics
13913,Nouvelles perspectives en microphysique (New prospects in Microphysics,8,18855,18925,WORK_OF_ART,34,Physics
13914,Albin Michel,2,18928,18940,PERSON,34,Physics
13915,1956,1,18942,18946,DATE,34,Physics
13916,Sur les sentiers de la science,6,18948,18978,WORK_OF_ART,34,Physics
13917,On the Paths of Science,5,18980,19003,WORK_OF_ART,34,Physics
13918,Paris,1,19006,19011,GPE,34,Physics
13919,Albin Michel,2,19013,19025,PERSON,34,Physics
13920,1960,1,19027,19031,DATE,34,Physics
13921,particules de M. Jean-Pierre Vigier et de ses collaborateurs,9,19072,19132,FAC,34,Physics
13922,Paris: Gauthier-Villars,2,19134,19157,FAC,34,Physics
13923,1961,1,19159,19163,DATE,34,Physics
13924,Paris,1,19165,19170,GPE,34,Physics
13925,Albin Michel,2,19172,19184,PERSON,34,Physics
13926,1960,1,19186,19190,DATE,34,Physics
13927,English,1,19192,19199,LANGUAGE,34,Physics
13928,"Introduction to the Vigier Theory of elementary particles, Amsterdam: Elsevier, 1963",11,19213,19297,WORK_OF_ART,34,Physics
13929,actuelle de la mécanique ondulatoire,5,19344,19380,FAC,34,Physics
13930,Paris: Gauthier-Villars,2,19382,19405,FAC,34,Physics
13931,1963,1,19407,19411,DATE,34,Physics
13932,English,1,19413,19420,LANGUAGE,34,Physics
13933,Amsterdam,1,19498,19507,GPE,34,Physics
13934,Elsevier,1,19509,19517,ORG,34,Physics
13935,1964,1,19519,19523,DATE,34,Physics
13936,Certitudes and Incertitudes of Science,5,19567,19605,WORK_OF_ART,34,Physics
13937,Paris,1,19608,19613,GPE,34,Physics
13938,Albin Michel,2,19615,19627,PERSON,34,Physics
13939,1966,1,19629,19633,DATE,34,Physics
13940,Louis Armand,2,19640,19652,PERSON,34,Physics
13941,Pierre Henri Simon,3,19654,19672,PERSON,34,Physics
13942,Albert Einstein,2,19685,19700,PERSON,34,Physics
13943,Paris,1,19702,19707,GPE,34,Physics
13944,Hachette,1,19709,19717,ORG,34,Physics
13945,1966,1,19719,19723,DATE,34,Physics
13946,English,1,19725,19732,LANGUAGE,34,Physics
13947,Einstein,1,19746,19754,PERSON,34,Physics
13948,Peebles Press,2,19756,19769,ORG,34,Physics
13949,1979,1,19771,19775,DATE,34,Physics
13950,Recherches d'un demi-siècle,3,19777,19804,WORK_OF_ART,34,Physics
13951,half-century,1,19820,19832,DATE,34,Physics
13952,Albin Michel,2,19835,19847,PERSON,34,Physics
13953,1976,1,19849,19853,DATE,34,Physics
13954,Gauthier-Villars,1,20020,20036,ORG,34,Physics
13955,1982,1,20038,20042,DATE,34,Physics
13956,Les Immortels,2,20087,20100,PERSON,34,Physics
13957,Louis de BROGLIE,3,20102,20118,PERSON,34,Physics
13958,Académie française,2,20121,20139,WORK_OF_ART,34,Physics
13959,French,1,20144,20150,LANGUAGE,34,Physics
13960,Louis de Broglie,3,20152,20168,PERSON,34,Physics
13961,"Nobelprize.org 
Fondation Louis de Broglie
Louis de Broglie",7,20172,20231,WORK_OF_ART,34,Physics
13962,Mathematics Genealogy Project,3,20239,20268,WORK_OF_ART,34,Physics
13963,English,1,20269,20276,LANGUAGE,34,Physics
13964,D. H. Delphenich,3,20329,20345,PERSON,34,Physics
13965,English,1,20391,20398,LANGUAGE,34,Physics
13966,"translation of his book on the subject)
""A new conception of light""",11,20399,20466,WORK_OF_ART,34,Physics
13967,English,1,20468,20475,LANGUAGE,34,Physics
13968,Louis de Broglie Interview,4,20489,20515,WORK_OF_ART,34,Physics
13969,Ina.fr,1,20520,20526,WORK_OF_ART,34,Physics
13970,French,1,20531,20537,LANGUAGE,34,Physics
13971,Louis de Broglie,3,20565,20581,PERSON,34,Physics
13972,20th Century,2,20589,20601,DATE,34,Physics
13973,Chandrasekhara Venkata Raman,3,4,32,PERSON,35,Physics
13974,7 November 1888,3,37,52,DATE,35,Physics
13975,21 November 1970,3,55,71,DATE,35,Physics
13976,Indian,1,80,86,NORP,35,Physics
13977,K. S. Krishnan,3,209,223,PERSON,35,Physics
13978,Raman,1,492,497,PERSON,35,Physics
13979,Raman,1,510,515,PERSON,35,Physics
13980,1930,1,529,533,DATE,35,Physics
13981,Nobel Prize in Physics,4,534,556,WORK_OF_ART,35,Physics
13982,first,1,587,592,ORDINAL,35,Physics
13983,Asian,1,593,598,NORP,35,Physics
13984,a Nobel Prize,3,610,623,WORK_OF_ART,35,Physics
13985,Tamil Brahmin,2,658,671,NORP,35,Physics
13986,Raman,1,681,686,PERSON,35,Physics
13987,St Aloysius' Anglo-Indian High School,5,772,809,ORG,35,Physics
13988,the age of 11,4,813,826,DATE,35,Physics
13989,13,1,831,833,DATE,35,Physics
13990,the University of Madras,4,896,920,ORG,35,Physics
13991,Presidency College,2,950,968,ORG,35,Physics
13992,age 16,2,972,978,DATE,35,Physics
13993,first,1,984,989,ORDINAL,35,Physics
13994,1906,1,1048,1052,DATE,35,Physics
13995,The next year,3,1092,1105,DATE,35,Physics
13996,the Indian Finance Service,4,1147,1173,ORG,35,Physics
13997,Calcutta,1,1177,1185,GPE,35,Physics
13998,age 19,2,1221,1227,DATE,35,Physics
13999,the Indian Association for the Cultivation of Science,8,1261,1314,ORG,35,Physics
14000,IACS,1,1316,1320,ORG,35,Physics
14001,first,1,1327,1332,ORDINAL,35,Physics
14002,India,1,1355,1360,GPE,35,Physics
14003,1917,1,1484,1488,DATE,35,Physics
14004,first,1,1511,1516,ORDINAL,35,Physics
14005,Palit,1,1517,1522,ORG,35,Physics
14006,Ashutosh Mukherjee,2,1547,1565,PERSON,35,Physics
14007,the Rajabazar Science College,4,1569,1598,ORG,35,Physics
14008,the University of Calcutta,4,1605,1631,ORG,35,Physics
14009,first,1,1640,1645,ORDINAL,35,Physics
14010,Europe,1,1654,1660,LOC,35,Physics
14011,the Mediterranean Sea,3,1669,1690,LOC,35,Physics
14012,the Indian Journal of Physics,5,1879,1908,ORG,35,Physics
14013,1926,1,1912,1916,DATE,35,Physics
14014,Bangalore,1,1930,1939,GPE,35,Physics
14015,1933,1,1943,1947,DATE,35,Physics
14016,first,1,1962,1967,ORDINAL,35,Physics
14017,Indian,1,1968,1974,NORP,35,Physics
14018,the Indian Institute of Science,5,1987,2018,ORG,35,Physics
14019,the Indian Academy of Sciences,5,2031,2061,ORG,35,Physics
14020,the same year,3,2062,2075,DATE,35,Physics
14021,the Raman Research Institute,4,2092,2120,ORG,35,Physics
14022,1948,1,2124,2128,DATE,35,Physics
14023,his last days,3,2148,2161,DATE,35,Physics
14024,Raman,1,2167,2172,PERSON,35,Physics
14025,28 February 1928,3,2198,2214,DATE,35,Physics
14026,the Government of India,4,2250,2273,ORG,35,Physics
14027,the National Science Day,4,2277,2301,EVENT,35,Physics
14028,C. V. Raman,3,2336,2347,PERSON,35,Physics
14029,Tiruchirappalli,1,2360,2375,GPE,35,Physics
14030,Madras,1,2383,2389,GPE,35,Physics
14031,British India,2,2404,2417,GPE,35,Physics
14032,Tiruchirapalli,1,2423,2437,GPE,35,Physics
14033,Tamil Nadu,2,2439,2449,GPE,35,Physics
14034,India,1,2451,2456,GPE,35,Physics
14035,Iyer Brahmin,2,2461,2473,PERSON,35,Physics
14036,Chandrasekhar Ramanathan Iyer,3,2483,2512,PERSON,35,Physics
14037,Parvathi Ammal,2,2517,2531,PERSON,35,Physics
14038,second,1,2544,2550,ORDINAL,35,Physics
14039,eight,1,2554,2559,CARDINAL,35,Physics
14040,ten rupees,2,2765,2775,MONEY,35,Physics
14041,1892,1,2791,2795,DATE,35,Physics
14042,Visakhapatnam,1,2817,2830,GPE,35,Physics
14043,Vizagapatam,1,2837,2848,GPE,35,Physics
14044,Vizag,1,2852,2857,GPE,35,Physics
14045,Andhra Pradesh,2,2862,2876,GPE,35,Physics
14046,Mrs A.V. Narasimha Rao College,5,2934,2964,ORG,35,Physics
14047,Raman,1,2966,2971,PERSON,35,Physics
14048,the St Aloysius' Anglo-Indian High School,6,2988,3029,ORG,35,Physics
14049,Visakhapatnam,1,3031,3044,GPE,35,Physics
14050,age 11,2,3073,3079,DATE,35,Physics
14051,First,1,3088,3093,ORDINAL,35,Physics
14052,age 13,2,3220,3226,DATE,35,Physics
14053,first,1,3237,3242,ORDINAL,35,Physics
14054,Andhra Pradesh,2,3270,3284,GPE,35,Physics
14055,Andhra Pradesh Board of Secondary Education,6,3303,3346,ORG,35,Physics
14056,1902,1,3364,3368,DATE,35,Physics
14057,Raman,1,3370,3375,PERSON,35,Physics
14058,Presidency College,2,3383,3401,ORG,35,Physics
14059,Madras,1,3405,3411,GPE,35,Physics
14060,Chennai,1,3417,3424,GPE,35,Physics
14061,1904,1,3501,3505,DATE,35,Physics
14062,B.A.,1,3521,3525,WORK_OF_ART,35,Physics
14063,the University of Madras,4,3538,3562,ORG,35,Physics
14064,first,1,3579,3584,ORDINAL,35,Physics
14065,English,1,3624,3631,LANGUAGE,35,Physics
14066,age 18,2,3636,3642,DATE,35,Physics
14067,first,1,3693,3698,ORDINAL,35,Physics
14068,"Unsymmetrical diffraction bands due to a rectangular aperture"" in the British journal Philosophical Magazine",14,3720,3828,WORK_OF_ART,35,Physics
14069,1906,1,3832,3836,DATE,35,Physics
14070,M.A.,1,3851,3855,WORK_OF_ART,35,Physics
14071,1907,1,3916,3920,DATE,35,Physics
14072,second,1,3926,3932,ORDINAL,35,Physics
14073,that year,2,3969,3978,DATE,35,Physics
14074,Rayleigh's,1,4036,4046,PERSON,35,Physics
14075,Rayleigh,1,4109,4117,PERSON,35,Physics
14076,Raman,1,4146,4151,PERSON,35,Physics
14077,Raman's,1,4203,4210,PERSON,35,Physics
14078,Rhishard Llewellyn Jones,3,4241,4265,PERSON,35,Physics
14079,England,1,4299,4306,GPE,35,Physics
14080,Jones,1,4308,4313,PERSON,35,Physics
14081,Raman's,1,4327,4334,PERSON,35,Physics
14082,Gerald,1,4373,4379,PERSON,35,Physics
14083,Giffard,1,4381,4388,PERSON,35,Physics
14084,Raman,1,4390,4395,PERSON,35,Physics
14085,England,1,4528,4535,GPE,35,Physics
14086,Giffard,1,4590,4597,PERSON,35,Physics
14087,England,1,4685,4692,GPE,35,Physics
14088,Raman's,1,4710,4717,PERSON,35,Physics
14089,Chandrasekhara Subrahmanya Ayyar,3,4732,4764,PERSON,35,Physics
14090,the Indian Finance Service,4,4776,4802,ORG,35,Physics
14091,Indian Audit and Accounts Service,5,4808,4841,ORG,35,Physics
14092,India,1,4887,4892,GPE,35,Physics
14093,Raman,1,4927,4932,PERSON,35,Physics
14094,the Indian Finance Service,4,4965,4991,ORG,35,Physics
14095,first,1,5002,5007,ORDINAL,35,Physics
14096,February 1907,2,5048,5061,DATE,35,Physics
14097,Calcutta,1,5080,5088,GPE,35,Physics
14098,Kolkata,1,5094,5101,GPE,35,Physics
14099,June 1907,2,5138,5147,DATE,35,Physics
14100,the Indian Association for the Cultivation of Science,8,5199,5252,ORG,35,Physics
14101,IACS,1,5254,5258,ORG,35,Physics
14102,first,1,5265,5270,ORDINAL,35,Physics
14103,India,1,5301,5306,GPE,35,Physics
14104,1876,1,5310,5314,DATE,35,Physics
