text,n_word,start_pos,end_pos,label,subject,source_index,category
Call Heat,2,6524,6533,ORG,Johannes Diderik van der Waals,13,Physics
James Clerk Maxwell,3,6598,6617,PERSON,Johannes Diderik van der Waals,13,Physics
Ludwig Boltzmann,2,6619,6635,PERSON,Johannes Diderik van der Waals,13,Physics
Willard Gibbs,2,6641,6654,PERSON,Johannes Diderik van der Waals,13,Physics
Clausius,1,6656,6664,ORG,Johannes Diderik van der Waals,13,Physics
Thomas Andrews's,2,6710,6726,PERSON,Johannes Diderik van der Waals,13,Physics
1869,1,6761,6765,DATE,Johannes Diderik van der Waals,13,Physics
1873,1,6934,6938,DATE,Johannes Diderik van der Waals,13,Physics
Over de Continuïteit van den,5,6956,6984,FAC,Johannes Diderik van der Waals,13,Physics
Vloeistoftoestand,1,6993,7010,GPE,Johannes Diderik van der Waals,13,Physics
James Clerk Maxwell,3,7160,7179,PERSON,Johannes Diderik van der Waals,13,Physics
two,1,7436,7439,CARDINAL,Johannes Diderik van der Waals,13,Physics
Van der Waals,3,7505,7518,PERSON,Johannes Diderik van der Waals,13,Physics
first,1,7701,7706,ORDINAL,Johannes Diderik van der Waals,13,Physics
second,1,7828,7834,ORDINAL,Johannes Diderik van der Waals,13,Physics
discovery,1,7841,7850,PRODUCT,Johannes Diderik van der Waals,13,Physics
1880,1,7859,7863,DATE,Johannes Diderik van der Waals,13,Physics
the Law of Corresponding States,5,7864,7895,LAW,Johannes Diderik van der Waals,13,Physics
James Dewar,2,8379,8390,PERSON,Johannes Diderik van der Waals,13,Physics
1898,1,8394,8398,DATE,Johannes Diderik van der Waals,13,Physics
Heike Kamerlingh Onnes,3,8416,8438,ORG,Johannes Diderik van der Waals,13,Physics
1908,1,8442,8446,DATE,Johannes Diderik van der Waals,13,Physics
1890,1,8451,8455,DATE,Johannes Diderik van der Waals,13,Physics
the Theory of Binary Solutions,5,8495,8525,ORG,Johannes Diderik van der Waals,13,Physics
the Archives Néerlandaises,3,8529,8555,ORG,Johannes Diderik van der Waals,13,Physics
the Second Law of Thermodynamics,5,8596,8628,LAW,Johannes Diderik van der Waals,13,Physics
Willard Gibbs,2,8660,8673,PERSON,Johannes Diderik van der Waals,13,Physics
Gibbs,1,8827,8832,GPE,Johannes Diderik van der Waals,13,Physics
Greek,1,8847,8852,NORP,Johannes Diderik van der Waals,13,Physics
first,1,9026,9031,ORDINAL,Johannes Diderik van der Waals,13,Physics
1893,1,9044,9048,DATE,Johannes Diderik van der Waals,13,Physics
Pierre-Simon Laplace,2,9127,9147,PERSON,Johannes Diderik van der Waals,13,Physics
Van der Waals,3,9149,9162,ORG,Johannes Diderik van der Waals,13,Physics
Jean Baptiste Perrin's,3,9334,9356,PERSON,Johannes Diderik van der Waals,13,Physics
Albert Einstein's,2,9386,9403,PERSON,Johannes Diderik van der Waals,13,Physics
Brownian,1,9431,9439,NORP,Johannes Diderik van der Waals,13,Physics
Anna Magdalena Smit,3,9492,9511,PERSON,Johannes Diderik van der Waals,13,Physics
1865,1,9515,9519,DATE,Johannes Diderik van der Waals,13,Physics
three,1,9540,9545,CARDINAL,Johannes Diderik van der Waals,13,Physics
Anne Madeleine,2,9557,9571,PERSON,Johannes Diderik van der Waals,13,Physics
Jacqueline E. van der,4,9573,9594,PERSON,Johannes Diderik van der Waals,13,Physics
Waals,1,9595,9600,GPE,Johannes Diderik van der Waals,13,Physics
Johanna Diderica,2,9602,9618,PERSON,Johannes Diderik van der Waals,13,Physics
one,1,9624,9627,CARDINAL,Johannes Diderik van der Waals,13,Physics
Johannes Diderik,2,9647,9663,PERSON,Johannes Diderik van der Waals,13,Physics
van der,2,9664,9671,PERSON,Johannes Diderik van der Waals,13,Physics
Waals,1,9672,9677,GPE,Johannes Diderik van der Waals,13,Physics
the University of Amsterdam,4,9703,9730,ORG,Johannes Diderik van der Waals,13,Physics
Jacqueline,1,9732,9742,PERSON,Johannes Diderik van der Waals,13,Physics
Peter van der,3,9791,9804,PERSON,Johannes Diderik van der Waals,13,Physics
Sapperton,1,9859,9868,GPE,Johannes Diderik van der Waals,13,Physics
Arts,1,9900,9904,ORG,Johannes Diderik van der Waals,13,Physics
Crafts,1,9909,9915,ORG,Johannes Diderik van der Waals,13,Physics
34 years old,3,9960,9972,DATE,Johannes Diderik van der Waals,13,Physics
1881,1,9976,9980,DATE,Johannes Diderik van der Waals,13,Physics
about a decade,3,10117,10131,DATE,Johannes Diderik van der Waals,13,Physics
Amsterdam,1,10144,10153,GPE,Johannes Diderik van der Waals,13,Physics
"March 8, 1923",3,10157,10170,DATE,Johannes Diderik van der Waals,13,Physics
one year,2,10172,10180,DATE,Johannes Diderik van der Waals,13,Physics
Jacqueline,1,10200,10210,PERSON,Johannes Diderik van der Waals,13,Physics
1910,1,10314,10318,DATE,Johannes Diderik van der Waals,13,Physics
Nobel Prize in Physics,4,10319,10341,WORK_OF_ART,Johannes Diderik van der Waals,13,Physics
the University of Cambridge,4,10383,10410,ORG,Johannes Diderik van der Waals,13,Physics
Honorary,1,10421,10429,PERSON,Johannes Diderik van der Waals,13,Physics
the Imperial Society of Naturalists of Moscow,7,10440,10485,ORG,Johannes Diderik van der Waals,13,Physics
the Royal Irish Academy,4,10487,10510,ORG,Johannes Diderik van der Waals,13,Physics
the American Philosophical Society,4,10516,10550,ORG,Johannes Diderik van der Waals,13,Physics
1916,1,10552,10556,DATE,Johannes Diderik van der Waals,13,Physics
the Institut de France,4,10583,10605,ORG,Johannes Diderik van der Waals,13,Physics
the Royal Academy of Sciences of Berlin,7,10610,10649,ORG,Johannes Diderik van der Waals,13,Physics
the Royal Academy of Sciences of Belgium,7,10671,10711,ORG,Johannes Diderik van der Waals,13,Physics
the Chemical Society of London,5,10735,10765,ORG,Johannes Diderik van der Waals,13,Physics
the National Academy of Sciences,5,10767,10799,ORG,Johannes Diderik van der Waals,13,Physics
the United States,3,10803,10820,GPE,Johannes Diderik van der Waals,13,Physics
1913,1,10822,10826,DATE,Johannes Diderik van der Waals,13,Physics
the Royal Netherlands Academy of Arts and Sciences,8,10903,10953,ORG,Johannes Diderik van der Waals,13,Physics
1875,1,10957,10961,DATE,Johannes Diderik van der Waals,13,Physics
1896,1,10968,10972,DATE,Johannes Diderik van der Waals,13,Physics
1912,1,10979,10983,DATE,Johannes Diderik van der Waals,13,Physics
Honorary,1,11049,11057,PERSON,Johannes Diderik van der Waals,13,Physics
the Netherlands Chemical Society,4,11068,11100,ORG,Johannes Diderik van der Waals,13,Physics
1912,1,11104,11108,DATE,Johannes Diderik van der Waals,13,Physics
Minor,1,11110,11115,ORG,Johannes Diderik van der Waals,13,Physics
32893,1,11123,11128,DATE,Johannes Diderik van der Waals,13,Physics
van der,2,11129,11136,PERSON,Johannes Diderik van der Waals,13,Physics
Van der Waals,3,11228,11241,ORG,Johannes Diderik van der Waals,13,Physics
daily,1,11577,11582,DATE,Johannes Diderik van der Waals,13,Physics
1873,1,12013,12017,DATE,Johannes Diderik van der Waals,13,Physics
one gram-mol,2,12057,12069,QUANTITY,Johannes Diderik van der Waals,13,Physics
Boltzmann,1,12638,12647,PERSON,Johannes Diderik van der Waals,13,Physics
Willard Gibbs,2,12652,12665,PERSON,Johannes Diderik van der Waals,13,Physics
Redlich,1,13083,13090,PERSON,Johannes Diderik van der Waals,13,Physics
Kwong,1,13091,13096,PERSON,Johannes Diderik van der Waals,13,Physics
Peng–Robinson,1,13115,13128,ORG,Johannes Diderik van der Waals,13,Physics
Notes,1,13152,13157,PRODUCT,Johannes Diderik van der Waals,13,Physics
Kipnis,1,13242,13248,ORG,Johannes Diderik van der Waals,13,Physics
Yavelov,1,13258,13265,PERSON,Johannes Diderik van der Waals,13,Physics
Rowlinson,1,13274,13283,PERSON,Johannes Diderik van der Waals,13,Physics
J. S.,2,13285,13290,PERSON,Johannes Diderik van der Waals,13,Physics
Oxford,1,13339,13345,ORG,Johannes Diderik van der Waals,13,Physics
Clarendon Press,2,13347,13362,PERSON,Johannes Diderik van der Waals,13,Physics
1996,1,13364,13368,DATE,Johannes Diderik van der Waals,13,Physics
0-19-855210-6,1,13375,13388,DATE,Johannes Diderik van der Waals,13,Physics
Johanna Levelt,2,13398,13412,PERSON,Johannes Diderik van der Waals,13,Physics
the School of Van der Waals,6,13447,13474,ORG,Johannes Diderik van der Waals,13,Physics
Kamerlingh Onnes,2,13479,13495,ORG,Johannes Diderik van der Waals,13,Physics
Amsterdam,1,13498,13507,GPE,Johannes Diderik van der Waals,13,Physics
Koninklijke Nerlandse Akademie van Wetenschappen,5,13510,13558,PERSON,Johannes Diderik van der Waals,13,Physics
2002,1,13560,13564,DATE,Johannes Diderik van der Waals,13,Physics
Shachtman,1,13566,13575,NORP,Johannes Diderik van der Waals,13,Physics
Tom,1,13577,13580,PERSON,Johannes Diderik van der Waals,13,Physics
Boston,1,13623,13629,GPE,Johannes Diderik van der Waals,13,Physics
Houghton Mifflin,2,13631,13647,GPE,Johannes Diderik van der Waals,13,Physics
1999,1,13649,13653,DATE,Johannes Diderik van der Waals,13,Physics
Van Delft,2,13655,13664,ORG,Johannes Diderik van der Waals,13,Physics
Dirk,1,13666,13670,ORG,Johannes Diderik van der Waals,13,Physics
Freezing Physics,2,13672,13688,PERSON,Johannes Diderik van der Waals,13,Physics
Heike Kamerlingh Onnes,3,13690,13712,PERSON,Johannes Diderik van der Waals,13,Physics
Amsterdam,1,13738,13747,GPE,Johannes Diderik van der Waals,13,Physics
Koninklijke Nerlandse Akademie van Wetenschappen,5,13749,13797,PERSON,Johannes Diderik van der Waals,13,Physics
2008,1,13799,13803,DATE,Johannes Diderik van der Waals,13,Physics
J. D.:,2,13820,13826,PERSON,Johannes Diderik van der Waals,13,Physics
Intro,1,13838,13843,ORG,Johannes Diderik van der Waals,13,Physics
J. S. Rowlinson,3,13845,13860,PERSON,Johannes Diderik van der Waals,13,Physics
Liquid,1,13887,13893,LOC,Johannes Diderik van der Waals,13,Physics
Gaseous States,2,13898,13912,GPE,Johannes Diderik van der Waals,13,Physics
New York,2,13915,13923,GPE,Johannes Diderik van der Waals,13,Physics
Dover Publications,2,13925,13943,ORG,Johannes Diderik van der Waals,13,Physics
2004,1,13945,13949,DATE,Johannes Diderik van der Waals,13,Physics
the Dutch School Van der Waals,6,13996,14026,ORG,Johannes Diderik van der Waals,13,Physics
Royal Netherlands Academy of Arts and Sciences,7,14028,14074,ORG,Johannes Diderik van der Waals,13,Physics
Albert van Helden,3,14075,14092,PERSON,Johannes Diderik van der Waals,13,Physics
Diderik van der,3,14102,14117,PERSON,Johannes Diderik van der Waals,13,Physics
1923,1,14131,14135,DATE,Johannes Diderik van der Waals,13,Physics
K. van Berkel,3,14140,14153,PERSON,Johannes Diderik van der Waals,13,Physics
A. van Helden,3,14155,14168,PERSON,Johannes Diderik van der Waals,13,Physics
L. Palm ed.,3,14173,14184,PERSON,Johannes Diderik van der Waals,13,Physics
A History of Science,4,14186,14206,WORK_OF_ART,Johannes Diderik van der Waals,13,Physics
Netherlands,1,14214,14225,GPE,Johannes Diderik van der Waals,13,Physics
Brill,1,14265,14270,ORG,Johannes Diderik van der Waals,13,Physics
1999,1,14272,14276,DATE,Johannes Diderik van der Waals,13,Physics
596,1,14278,14281,CARDINAL,Johannes Diderik van der Waals,13,Physics
598,1,14284,14287,CARDINAL,Johannes Diderik van der Waals,13,Physics
Johannes,1,14289,14297,GPE,Johannes Diderik van der Waals,13,Physics
Diderik van der Waals,4,14298,14319,PERSON,Johannes Diderik van der Waals,13,Physics
Nobelprize.org,1,14323,14337,ORG,Johannes Diderik van der Waals,13,Physics
the Nobel Lecture,3,14349,14366,WORK_OF_ART,Johannes Diderik van der Waals,13,Physics
"December 12, 1910",3,14368,14385,DATE,Johannes Diderik van der Waals,13,Physics
The Equation of State for Gases,6,14386,14417,ORG,Johannes Diderik van der Waals,13,Physics
"Liquids
Museum Boerhaave",2,14422,14446,ORG,Johannes Diderik van der Waals,13,Physics
Negen Nederlandse Nobelprijswinnaars,3,14448,14484,WORK_OF_ART,Johannes Diderik van der Waals,13,Physics
PDF,1,14487,14490,ORG,Johannes Diderik van der Waals,13,Physics
PDF,1,14521,14524,ORG,Johannes Diderik van der Waals,13,Physics
"June 7, 2011",3,14529,14541,DATE,Johannes Diderik van der Waals,13,Physics
2.32,1,14544,14548,CARDINAL,Johannes Diderik van der Waals,13,Physics
H.A.M. Snelders,2,14554,14569,ORG,Johannes Diderik van der Waals,13,Physics
Waals Sr.,2,14571,14580,PERSON,Johannes Diderik van der Waals,13,Physics
Johannes,1,14582,14590,GPE,Johannes Diderik van der Waals,13,Physics
Diderik van der,3,14591,14606,PERSON,Johannes Diderik van der Waals,13,Physics
Biografisch Woordenboek van Nederland,4,14623,14660,PERSON,Johannes Diderik van der Waals,13,Physics
Diderik van der,3,14684,14699,PERSON,Johannes Diderik van der Waals,13,Physics
1837–1923,1,14707,14716,CARDINAL,Johannes Diderik van der Waals,13,Physics
the National Library of the,5,14721,14748,ORG,Johannes Diderik van der Waals,13,Physics
Netherlands,1,14749,14760,GPE,Johannes Diderik van der Waals,13,Physics
Wilhelm Carl Werner Otto Fritz Franz Wien,7,0,41,PERSON,Wilhelm Wien,14,Physics
German,1,43,49,NORP,Wilhelm Wien,14,Physics
13 January 1864,3,84,99,DATE,Wilhelm Wien,14,Physics
30 August 1928,3,102,116,DATE,Wilhelm Wien,14,Physics
German,1,124,130,NORP,Wilhelm Wien,14,Physics
1893,1,149,153,DATE,Wilhelm Wien,14,Physics
Wien,1,211,215,PERSON,Wilhelm Wien,14,Physics
one,1,325,328,CARDINAL,Wilhelm Wien,14,Physics
Wien,1,585,589,PERSON,Wilhelm Wien,14,Physics
1911,1,603,607,DATE,Wilhelm Wien,14,Physics
Nobel Prize,2,608,619,WORK_OF_ART,Wilhelm Wien,14,Physics
Max Wien,2,671,679,PERSON,Wilhelm Wien,14,Physics
Wien,1,697,701,PERSON,Wilhelm Wien,14,Physics
Early years,2,734,745,DATE,Wilhelm Wien,14,Physics
Wien,1,750,754,PERSON,Wilhelm Wien,14,Physics
Gaffken,1,767,774,PERSON,Wilhelm Wien,14,Physics
Baltiysky District,2,783,801,GPE,Wilhelm Wien,14,Physics
Fischhausen,1,808,819,GPE,Wilhelm Wien,14,Physics
the Province of Prussia,4,823,846,GPE,Wilhelm Wien,14,Physics
Carl Wien,2,871,880,PERSON,Wilhelm Wien,14,Physics
1866,1,885,889,DATE,Wilhelm Wien,14,Physics
Drachenstein,1,911,923,GPE,Wilhelm Wien,14,Physics
Rastenburg,1,929,939,GPE,Wilhelm Wien,14,Physics
Kętrzyn,1,945,952,GPE,Wilhelm Wien,14,Physics
Poland,1,954,960,GPE,Wilhelm Wien,14,Physics
1879,1,966,970,DATE,Wilhelm Wien,14,Physics
Wien,1,972,976,PERSON,Wilhelm Wien,14,Physics
Rastenburg,1,995,1005,GPE,Wilhelm Wien,14,Physics
1880 to 1882,3,1015,1027,DATE,Wilhelm Wien,14,Physics
Heidelberg,1,1059,1069,ORG,Wilhelm Wien,14,Physics
1882,1,1074,1078,DATE,Wilhelm Wien,14,Physics
the University of Göttingen,4,1091,1118,ORG,Wilhelm Wien,14,Physics
the University of Berlin,4,1123,1147,ORG,Wilhelm Wien,14,Physics
From 1883 to 1885,4,1149,1166,DATE,Wilhelm Wien,14,Physics
Hermann von Helmholtz,3,1199,1220,PERSON,Wilhelm Wien,14,Physics
1886,1,1229,1233,DATE,Wilhelm Wien,14,Physics
Ph.D.,1,1251,1256,WORK_OF_ART,Wilhelm Wien,14,Physics
1896 to 1899,3,1393,1405,DATE,Wilhelm Wien,14,Physics
Wien,1,1407,1411,PERSON,Wilhelm Wien,14,Physics
RWTH Aachen University,3,1424,1446,ORG,Wilhelm Wien,14,Physics
Wilhelm Conrad Röntgen,3,1477,1499,PERSON,Wilhelm Wien,14,Physics
1900,1,1504,1508,DATE,Wilhelm Wien,14,Physics
the University of Würzburg,4,1512,1538,ORG,Wilhelm Wien,14,Physics
1919,1,1546,1550,DATE,Wilhelm Wien,14,Physics
the University of Munich,4,1554,1578,ORG,Wilhelm Wien,14,Physics
Wien,1,1580,1584,PERSON,Wilhelm Wien,14,Physics
Albert Einstein,2,1796,1811,PERSON,Wilhelm Wien,14,Physics
1896,1,1848,1852,DATE,Wilhelm Wien,14,Physics
Wien,1,1853,1857,PERSON,Wilhelm Wien,14,Physics
Wien,1,1947,1951,PERSON,Wilhelm Wien,14,Physics
Max Planck,2,1959,1969,PERSON,Wilhelm Wien,14,Physics
Wien,1,1994,1998,PERSON,Wilhelm Wien,14,Physics
Wien,1,2119,2123,PERSON,Wilhelm Wien,14,Physics
the Wien–Planck law,3,2144,2163,ORG,Wilhelm Wien,14,Physics
Wien,1,2174,2178,PERSON,Wilhelm Wien,14,Physics
Planck,1,2333,2339,ORG,Wilhelm Wien,14,Physics
Wien,1,2404,2408,PERSON,Wilhelm Wien,14,Physics
{\mathrm,1,2755,2763,PERSON,Wilhelm Wien,14,Physics
max,1,2765,2768,PERSON,Wilhelm Wien,14,Physics
Wien,1,2806,2810,ORG,Wilhelm Wien,14,Physics
1900,1,2952,2956,DATE,Wilhelm Wien,14,Physics
George Frederick Charles Searle,4,2980,3011,PERSON,Wilhelm Wien,14,Physics
4,1,3164,3165,CARDINAL,Wilhelm Wien,14,Physics
3,1,3204,3205,CARDINAL,Wilhelm Wien,14,Physics
2,1,3300,3301,CARDINAL,Wilhelm Wien,14,Physics
Wien,1,3447,3451,PERSON,Wilhelm Wien,14,Physics
Wien,1,3466,3470,PERSON,Wilhelm Wien,14,Physics
1898,1,3515,3519,DATE,Wilhelm Wien,14,Physics
Wien,1,4129,4133,PERSON,Wilhelm Wien,14,Physics
1898,1,4138,4142,DATE,Wilhelm Wien,14,Physics
Wien,1,4211,4215,PERSON,Wilhelm Wien,14,Physics
J. J. Thomson,3,4275,4288,PERSON,Wilhelm Wien,14,Physics
Wien,1,4297,4301,PERSON,Wilhelm Wien,14,Physics
1913,1,4351,4355,DATE,Wilhelm Wien,14,Physics
Ernest Rutherford,2,4376,4393,PERSON,Wilhelm Wien,14,Physics
1919,1,4397,4401,DATE,Wilhelm Wien,14,Physics
Wien,1,4403,4407,PERSON,Wilhelm Wien,14,Physics
1911,1,4457,4461,DATE,Wilhelm Wien,14,Physics
Wien,1,4463,4467,PERSON,Wilhelm Wien,14,Physics
the Nobel Prize in Physics,5,4480,4506,WORK_OF_ART,Wilhelm Wien,14,Physics
the Ernest Kempton Adams Lecture,5,4594,4626,ORG,Wilhelm Wien,14,Physics
Columbia University,2,4630,4649,ORG,Wilhelm Wien,14,Physics
1913,1,4653,4657,DATE,Wilhelm Wien,14,Physics
1898,1,4756,4760,DATE,Wilhelm Wien,14,Physics
Ueber die Fragen,3,4764,4780,WORK_OF_ART,Wilhelm Wien,14,Physics
Bewegung des Lichtäthers,3,4809,4833,ORG,Wilhelm Wien,14,Physics
Annalen der,2,4847,4858,PERSON,Wilhelm Wien,14,Physics
Physik,1,4859,4865,FAC,Wilhelm Wien,14,Physics
301,1,4867,4870,CARDINAL,Wilhelm Wien,14,Physics
3): 1–18,2,4872,4880,DATE,Wilhelm Wien,14,Physics
Bibcode:1898AnP...,1,4882,4900,CARDINAL,Wilhelm Wien,14,Physics
301,1,4900,4903,CARDINAL,Wilhelm Wien,14,Physics
1900,1,4945,4949,DATE,Wilhelm Wien,14,Physics
Hydrodynamik.,1,4965,4978,PERSON,Wilhelm Wien,14,Physics
S. Hirzel,2,4979,4988,PERSON,Wilhelm Wien,14,Physics
978,1,4995,4998,CARDINAL,Wilhelm Wien,14,Physics
OL,1,5030,5032,PERSON,Wilhelm Wien,14,Physics
16968004M.,1,5033,5043,CARDINAL,Wilhelm Wien,14,Physics
1900,1,5048,5052,DATE,Wilhelm Wien,14,Physics
Begründung,1,5103,5113,GPE,Wilhelm Wien,14,Physics
Mechanik,1,5118,5126,PERSON,Wilhelm Wien,14,Physics
Annalen der,2,5130,5141,PERSON,Wilhelm Wien,14,Physics
Physik,1,5142,5148,FAC,Wilhelm Wien,14,Physics
310,1,5150,5153,CARDINAL,Wilhelm Wien,14,Physics
7,1,5155,5156,DATE,Wilhelm Wien,14,Physics
501–513,1,5159,5166,CARDINAL,Wilhelm Wien,14,Physics
310,1,5186,5189,CARDINAL,Wilhelm Wien,14,Physics
501W.,1,5191,5196,CARDINAL,Wilhelm Wien,14,Physics
Differentialgleichungen,1,5249,5272,ORG,Wilhelm Wien,14,Physics
Elektrodynamik,1,5277,5291,PERSON,Wilhelm Wien,14,Physics
Körper,1,5304,5310,PERSON,Wilhelm Wien,14,Physics
Annalen der,2,5317,5328,PERSON,Wilhelm Wien,14,Physics
Physik,1,5329,5335,FAC,Wilhelm Wien,14,Physics
318,1,5337,5340,CARDINAL,Wilhelm Wien,14,Physics
4):,1,5342,5345,DATE,Wilhelm Wien,14,Physics
Bibcode:1904AnP,1,5355,5370,CARDINAL,Wilhelm Wien,14,Physics
318,1,5373,5376,CARDINAL,Wilhelm Wien,14,Physics
641W.,1,5378,5383,CARDINAL,Wilhelm Wien,14,Physics
1904b,1,5418,5423,DATE,Wilhelm Wien,14,Physics
Differentialgleichungen,1,5436,5459,ORG,Wilhelm Wien,14,Physics
Elektrodynamik,1,5464,5478,PERSON,Wilhelm Wien,14,Physics
Körper,1,5491,5497,PERSON,Wilhelm Wien,14,Physics
II,1,5499,5501,CARDINAL,Wilhelm Wien,14,Physics
Annalen der,2,5505,5516,PERSON,Wilhelm Wien,14,Physics
Physik,1,5517,5523,FAC,Wilhelm Wien,14,Physics
318,1,5525,5528,CARDINAL,Wilhelm Wien,14,Physics
4,1,5530,5531,DATE,Wilhelm Wien,14,Physics
663–668,1,5534,5541,DATE,Wilhelm Wien,14,Physics
Bibcode:1904AnP,1,5543,5558,CARDINAL,Wilhelm Wien,14,Physics
318,1,5561,5564,CARDINAL,Wilhelm Wien,14,Physics
663W.,1,5566,5571,CARDINAL,Wilhelm Wien,14,Physics
1904c,1,5606,5611,DATE,Wilhelm Wien,14,Physics
Erwiderung auf,2,5615,5629,WORK_OF_ART,Wilhelm Wien,14,Physics
M. Abraham,2,5650,5660,PERSON,Wilhelm Wien,14,Physics
Annalen der,2,5664,5675,PERSON,Wilhelm Wien,14,Physics
Physik,1,5676,5682,FAC,Wilhelm Wien,14,Physics
319,1,5684,5687,CARDINAL,Wilhelm Wien,14,Physics
8),1,5689,5691,CARDINAL,Wilhelm Wien,14,Physics
635–637,1,5693,5700,CARDINAL,Wilhelm Wien,14,Physics
319,1,5720,5723,CARDINAL,Wilhelm Wien,14,Physics
635W.,1,5725,5730,CARDINAL,Wilhelm Wien,14,Physics
1904d,1,5765,5770,DATE,Wilhelm Wien,14,Physics
Zur Elektronentheorie,2,5774,5795,PERSON,Wilhelm Wien,14,Physics
Physikalische Zeitschrift,2,5799,5824,ORG,Wilhelm Wien,14,Physics
14,1,5829,5831,DATE,Wilhelm Wien,14,Physics
393–395,1,5834,5841,DATE,Wilhelm Wien,14,Physics
1930,1,5847,5851,DATE,Wilhelm Wien,14,Physics
Aus dem Leben,3,5854,5867,PERSON,Wilhelm Wien,14,Physics
Wirken,1,5872,5878,ORG,Wilhelm Wien,14,Physics
Physikers,1,5885,5894,ORG,Wilhelm Wien,14,Physics
Johann Ambrosius Barth,3,5896,5918,PERSON,Wilhelm Wien,14,Physics
978,1,5925,5928,CARDINAL,Wilhelm Wien,14,Physics
1913,1,5964,5968,DATE,Wilhelm Wien,14,Physics
Physik,1,6005,6011,ORG,Wilhelm Wien,14,Physics
German,1,6016,6022,NORP,Wilhelm Wien,14,Physics
B. G. Teubner,3,6025,6038,PERSON,Wilhelm Wien,14,Physics
LCCN 14005571,2,6040,6053,PERSON,Wilhelm Wien,14,Physics
OL,1,6055,6057,ORG,Wilhelm Wien,14,Physics
6565621M.,1,6058,6067,CARDINAL,Wilhelm Wien,14,Physics
Rüchardt,1,6087,6095,PERSON,Wilhelm Wien,14,Physics
1936,1,6101,6105,DATE,Wilhelm Wien,14,Physics
Zur Entdeckung,2,6109,6123,PERSON,Wilhelm Wien,14,Physics
Kanalstrahlen,1,6128,6141,PERSON,Wilhelm Wien,14,Physics
Jahren,1,6154,6160,PERSON,Wilhelm Wien,14,Physics
24,1,6184,6186,CARDINAL,Wilhelm Wien,14,Physics
30): 57–62,2,6188,6198,DATE,Wilhelm Wien,14,Physics
24,1,6219,6221,CARDINAL,Wilhelm Wien,14,Physics
465R.,1,6223,6228,CARDINAL,Wilhelm Wien,14,Physics
33211480,1,6259,6267,DATE,Wilhelm Wien,14,Physics
Rüchardt,1,6269,6277,GPE,Wilhelm Wien,14,Physics
1955,1,6283,6287,DATE,Wilhelm Wien,14,Physics
Zur Erinnerung,2,6291,6305,PERSON,Wilhelm Wien,14,Physics
Wilhelm Wien,2,6309,6321,PERSON,Wilhelm Wien,14,Physics
25,1,6330,6332,CARDINAL,Wilhelm Wien,14,Physics
42,1,6386,6388,CARDINAL,Wilhelm Wien,14,Physics
3): 57–62,2,6390,6399,DATE,Wilhelm Wien,14,Physics
42,1,6420,6422,CARDINAL,Wilhelm Wien,14,Physics
42482780,1,6460,6468,CARDINAL,Wilhelm Wien,14,Physics
Wilhelm Wien,2,6494,6506,PERSON,Wilhelm Wien,14,Physics
Nobelprize.org,1,6510,6524,ORG,Wilhelm Wien,14,Physics
the Nobel Lecture,3,6536,6553,WORK_OF_ART,Wilhelm Wien,14,Physics
11 December 1911,3,6555,6571,DATE,Wilhelm Wien,14,Physics
"the Laws of Thermal Radiation
Wilhelm Wien",6,6575,6617,WORK_OF_ART,Wilhelm Wien,14,Physics
O'Connor,1,6643,6651,PERSON,Wilhelm Wien,14,Physics
John J.;,2,6653,6661,PERSON,Wilhelm Wien,14,Physics
Robertson,1,6662,6671,ORG,Wilhelm Wien,14,Physics
"Edmund F. ""Wilhelm Wien",4,6673,6696,PERSON,Wilhelm Wien,14,Physics
Mathematics Archive,2,6719,6738,ORG,Wilhelm Wien,14,Physics
University of St Andrews,4,6740,6764,ORG,Wilhelm Wien,14,Physics
Swedish,1,19,26,NORP,Gustaf Dalén,15,Physics
30 November 1869,3,64,80,DATE,Gustaf Dalén,15,Physics
9 December 1937,3,83,98,DATE,Gustaf Dalén,15,Physics
Swedish,1,106,113,NORP,Gustaf Dalén,15,Physics
Nobel,1,114,119,WORK_OF_ART,Gustaf Dalén,15,Physics
AGA,1,192,195,ORG,Gustaf Dalén,15,Physics
AGA,1,224,227,ORG,Gustaf Dalén,15,Physics
Dalén,1,243,248,PERSON,Gustaf Dalén,15,Physics
1912,1,259,263,DATE,Gustaf Dalén,15,Physics
the Nobel Prize in Physics,5,279,305,WORK_OF_ART,Gustaf Dalén,15,Physics
Early years,2,440,451,DATE,Gustaf Dalén,15,Physics
Dalén,1,456,461,PERSON,Gustaf Dalén,15,Physics
Stenstorp,1,474,483,ORG,Gustaf Dalén,15,Physics
Falköping Municipality,2,504,526,GPE,Gustaf Dalén,15,Physics
Västra Götaland County,3,528,550,GPE,Gustaf Dalén,15,Physics
1892,1,659,663,DATE,Gustaf Dalén,15,Physics
Stockholm,1,750,759,GPE,Gustaf Dalén,15,Physics
Gustaf de Laval,3,790,805,ORG,Gustaf Dalén,15,Physics
de Laval,2,807,815,ORG,Gustaf Dalén,15,Physics
Dalén,1,849,854,PERSON,Gustaf Dalén,15,Physics
the Chalmers University of Technology,5,947,984,ORG,Gustaf Dalén,15,Physics
1896,1,1051,1055,DATE,Gustaf Dalén,15,Physics
Dalén,1,1057,1062,PERSON,Gustaf Dalén,15,Physics
Gustaf de Laval,3,1101,1116,ORG,Gustaf Dalén,15,Physics
Dalén,1,1164,1169,PERSON,Gustaf Dalén,15,Physics
