text,n_word,start_pos,end_pos,label,subject,source_index,category
Bohr,1,44102,44106,PERSON,Niels Bohr,25,Physics
1997,1,44111,44115,DATE,Niels Bohr,25,Physics
the Danish National Bank,4,44117,44141,ORG,Niels Bohr,25,Physics
500-krone,1,44164,44173,MONEY,Niels Bohr,25,Physics
Bohr,1,44204,44208,PERSON,Niels Bohr,25,Physics
7 October 2012,3,44228,44242,DATE,Niels Bohr,25,Physics
Niels Bohr's,2,44262,44274,PERSON,Niels Bohr,25,Physics
127th,1,44275,44280,ORDINAL,Niels Bohr,25,Physics
Google Doodle,2,44293,44306,PRODUCT,Niels Bohr,25,Physics
Bohr,1,44321,44325,PRODUCT,Niels Bohr,25,Physics
Google's,1,44365,44373,ORG,Niels Bohr,25,Physics
3948 Bohr,2,44398,44407,FAC,Niels Bohr,25,Physics
Bohr,1,44441,44445,PRODUCT,Niels Bohr,25,Physics
107,1,44512,44515,CARDINAL,Niels Bohr,25,Physics
Bohr,1,44539,44543,PERSON,Niels Bohr,25,Physics
Niels,1,44545,44550,PERSON,Niels Bohr,25,Physics
1922,1,44552,44556,DATE,Niels Bohr,25,Physics
The Theory of Spectra and Atomic Constitution,7,44559,44604,LAW,Niels Bohr,25,Physics
three,1,44606,44611,CARDINAL,Niels Bohr,25,Physics
Cambridge,1,44620,44629,GPE,Niels Bohr,25,Physics
Cambridge University Press.,3,44631,44658,ORG,Niels Bohr,25,Physics
2008,1,44663,44667,DATE,Niels Bohr,25,Physics
Nielsen,1,44670,44677,ORG,Niels Bohr,25,Physics
J. Rud,2,44679,44685,PERSON,Niels Bohr,25,Physics
1,1,44700,44701,CARDINAL,Niels Bohr,25,Physics
Early Work,2,44703,44713,WORK_OF_ART,Niels Bohr,25,Physics
1905–1911,1,44715,44724,DATE,Niels Bohr,25,Physics
Niels Bohr,2,44727,44737,PERSON,Niels Bohr,25,Physics
Amsterdam,1,44755,44764,GPE,Niels Bohr,25,Physics
Elsevier,1,44766,44774,ORG,Niels Bohr,25,Physics
2008,1,44820,44824,DATE,Niels Bohr,25,Physics
Hoyer,1,44827,44832,PERSON,Niels Bohr,25,Physics
Ulrich,1,44834,44840,PERSON,Niels Bohr,25,Physics
2,1,44855,44856,CARDINAL,Niels Bohr,25,Physics
Work on Atomic Physics,4,44858,44880,WORK_OF_ART,Niels Bohr,25,Physics
1912,1,44882,44886,DATE,Niels Bohr,25,Physics
1917,1,44887,44891,DATE,Niels Bohr,25,Physics
Niels Bohr,2,44894,44904,PERSON,Niels Bohr,25,Physics
Amsterdam,1,44922,44931,GPE,Niels Bohr,25,Physics
Elsevier,1,44933,44941,ORG,Niels Bohr,25,Physics
2008,1,44987,44991,DATE,Niels Bohr,25,Physics
Nielsen,1,44994,45001,ORG,Niels Bohr,25,Physics
J. Rud,2,45003,45009,PERSON,Niels Bohr,25,Physics
3,1,45024,45025,CARDINAL,Niels Bohr,25,Physics
The Correspondence Principle,3,45027,45055,WORK_OF_ART,Niels Bohr,25,Physics
1918–1923,1,45057,45066,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45069,45079,PERSON,Niels Bohr,25,Physics
Amsterdam,1,45097,45106,GPE,Niels Bohr,25,Physics
Elsevier,1,45108,45116,ORG,Niels Bohr,25,Physics
2008,1,45162,45166,DATE,Niels Bohr,25,Physics
Nielsen,1,45169,45176,ORG,Niels Bohr,25,Physics
J. Rud,2,45178,45184,PERSON,Niels Bohr,25,Physics
4,1,45199,45200,CARDINAL,Niels Bohr,25,Physics
The Periodic System,3,45202,45221,WORK_OF_ART,Niels Bohr,25,Physics
1920–1923,1,45223,45232,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45235,45245,PERSON,Niels Bohr,25,Physics
Amsterdam,1,45263,45272,GPE,Niels Bohr,25,Physics
Elsevier,1,45274,45282,ORG,Niels Bohr,25,Physics
2008,1,45328,45332,DATE,Niels Bohr,25,Physics
Stolzenburg,1,45335,45346,PERSON,Niels Bohr,25,Physics
Klaus,1,45348,45353,PERSON,Niels Bohr,25,Physics
5,1,45368,45369,CARDINAL,Niels Bohr,25,Physics
The Emergence of Quantum Mechanics,5,45371,45405,WORK_OF_ART,Niels Bohr,25,Physics
1924,1,45414,45418,DATE,Niels Bohr,25,Physics
1926,1,45419,45423,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45426,45436,PERSON,Niels Bohr,25,Physics
Amsterdam,1,45454,45463,GPE,Niels Bohr,25,Physics
Elsevier,1,45465,45473,ORG,Niels Bohr,25,Physics
2008,1,45519,45523,DATE,Niels Bohr,25,Physics
Kalckar,1,45526,45533,PERSON,Niels Bohr,25,Physics
Jørgen,1,45535,45541,PERSON,Niels Bohr,25,Physics
6,1,45556,45557,CARDINAL,Niels Bohr,25,Physics
1926–1932,1,45593,45602,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45605,45615,PERSON,Niels Bohr,25,Physics
Amsterdam,1,45633,45642,GPE,Niels Bohr,25,Physics
Elsevier,1,45644,45652,ORG,Niels Bohr,25,Physics
2008,1,45698,45702,DATE,Niels Bohr,25,Physics
Kalckar,1,45705,45712,PERSON,Niels Bohr,25,Physics
Jørgen,1,45714,45720,PERSON,Niels Bohr,25,Physics
7,1,45735,45736,CARDINAL,Niels Bohr,25,Physics
1933,1,45772,45776,DATE,Niels Bohr,25,Physics
1958,1,45777,45781,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45784,45794,PERSON,Niels Bohr,25,Physics
Amsterdam,1,45812,45821,GPE,Niels Bohr,25,Physics
Elsevier,1,45823,45831,ORG,Niels Bohr,25,Physics
2008,1,45877,45881,DATE,Niels Bohr,25,Physics
Thorsen,1,45884,45891,PERSON,Niels Bohr,25,Physics
Jens,1,45893,45897,PERSON,Niels Bohr,25,Physics
8,1,45912,45913,CARDINAL,Niels Bohr,25,Physics
The Penetration of Charged Particles Through Matter,7,45915,45966,WORK_OF_ART,Niels Bohr,25,Physics
1912,1,45968,45972,DATE,Niels Bohr,25,Physics
1954,1,45973,45977,DATE,Niels Bohr,25,Physics
Niels Bohr,2,45980,45990,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46008,46017,GPE,Niels Bohr,25,Physics
Elsevier,1,46019,46027,ORG,Niels Bohr,25,Physics
2008,1,46073,46077,DATE,Niels Bohr,25,Physics
Peierls,1,46080,46087,PERSON,Niels Bohr,25,Physics
Rudolf,1,46089,46095,PERSON,Niels Bohr,25,Physics
9,1,46110,46111,CARDINAL,Niels Bohr,25,Physics
Nuclear Physics,2,46113,46128,WORK_OF_ART,Niels Bohr,25,Physics
1929,1,46130,46134,DATE,Niels Bohr,25,Physics
1952,1,46135,46139,DATE,Niels Bohr,25,Physics
Niels Bohr,2,46142,46152,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46170,46179,GPE,Niels Bohr,25,Physics
Elsevier,1,46181,46189,ORG,Niels Bohr,25,Physics
2008,1,46235,46239,DATE,Niels Bohr,25,Physics
Favrholdt,1,46242,46251,PERSON,Niels Bohr,25,Physics
David,1,46253,46258,PERSON,Niels Bohr,25,Physics
10,1,46273,46275,CARDINAL,Niels Bohr,25,Physics
Complementarity Beyond Physics,3,46277,46307,WORK_OF_ART,Niels Bohr,25,Physics
1928,1,46309,46313,DATE,Niels Bohr,25,Physics
1962,1,46314,46318,DATE,Niels Bohr,25,Physics
Niels Bohr,2,46321,46331,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46349,46358,GPE,Niels Bohr,25,Physics
Elsevier,1,46360,46368,ORG,Niels Bohr,25,Physics
2008,1,46414,46418,DATE,Niels Bohr,25,Physics
Aaserud,1,46421,46428,PERSON,Niels Bohr,25,Physics
Finn,1,46430,46434,PERSON,Niels Bohr,25,Physics
11,1,46449,46451,CARDINAL,Niels Bohr,25,Physics
The Political Arena,3,46453,46472,WORK_OF_ART,Niels Bohr,25,Physics
1934,1,46474,46478,DATE,Niels Bohr,25,Physics
1961,1,46479,46483,DATE,Niels Bohr,25,Physics
Niels Bohr,2,46486,46496,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46514,46523,GPE,Niels Bohr,25,Physics
Elsevier,1,46525,46533,ORG,Niels Bohr,25,Physics
2008,1,46579,46583,DATE,Niels Bohr,25,Physics
Aaserud,1,46586,46593,PERSON,Niels Bohr,25,Physics
Finn,1,46595,46599,PERSON,Niels Bohr,25,Physics
12,1,46614,46616,CARDINAL,Niels Bohr,25,Physics
1911,1,46645,46649,DATE,Niels Bohr,25,Physics
1962,1,46650,46654,DATE,Niels Bohr,25,Physics
Niels Bohr,2,46657,46667,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46685,46694,GPE,Niels Bohr,25,Physics
Elsevier,1,46696,46704,ORG,Niels Bohr,25,Physics
2008,1,46750,46754,DATE,Niels Bohr,25,Physics
Aaserud,1,46757,46764,PERSON,Niels Bohr,25,Physics
Finn,1,46766,46770,PERSON,Niels Bohr,25,Physics
13,1,46785,46787,CARDINAL,Niels Bohr,25,Physics
Niels Bohr,2,46815,46825,PERSON,Niels Bohr,25,Physics
Amsterdam,1,46843,46852,GPE,Niels Bohr,25,Physics
Elsevier,1,46854,46862,ORG,Niels Bohr,25,Physics
Einstein,1,46921,46929,PERSON,Niels Bohr,25,Physics
Podolsky,1,46930,46938,PERSON,Niels Bohr,25,Physics
Rosen,1,46939,46944,PERSON,Niels Bohr,25,Physics
Niels Bohr,2,47034,47044,PERSON,Niels Bohr,25,Physics
"zbMATH
Works",1,47084,47096,WORK_OF_ART,Niels Bohr,25,Physics
Niels Bohr,2,47100,47110,PERSON,Niels Bohr,25,Physics
"Project Gutenberg
Niels Bohr",3,47114,47142,ORG,Niels Bohr,25,Physics
"IMDb
Newspaper",1,47146,47160,ORG,Niels Bohr,25,Physics
Niels Bohr,2,47177,47187,PERSON,Niels Bohr,25,Physics
the 20th Century,3,47191,47207,DATE,Niels Bohr,25,Physics
"Press Archives of the ZBW
Niels Bohr",6,47208,47244,WORK_OF_ART,Niels Bohr,25,Physics
Nobelprize.org,1,47248,47262,ORG,Niels Bohr,25,Physics
the Nobel Lecture,3,47274,47291,WORK_OF_ART,Niels Bohr,25,Physics
11 December 1922,3,47293,47309,DATE,Niels Bohr,25,Physics
"The Structure of the Atom
Oral",5,47310,47340,WORK_OF_ART,Niels Bohr,25,Physics
Niels Bohr,2,47374,47384,PERSON,Niels Bohr,25,Physics
31 October 1962,3,47388,47403,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,47405,47434,ORG,Niels Bohr,25,Physics
Niels Bohr Library & Archives,5,47436,47465,ORG,Niels Bohr,25,Physics
Thomas S. Kuhn,3,47492,47506,PERSON,Niels Bohr,25,Physics
Leon Rosenfeld,2,47508,47522,PERSON,Niels Bohr,25,Physics
Erik Rudinger,2,47524,47537,PERSON,Niels Bohr,25,Physics
"Aage Petersen
Oral",2,47543,47561,PERSON,Niels Bohr,25,Physics
Niels Bohr,2,47595,47605,PERSON,Niels Bohr,25,Physics
1 November 1962,3,47609,47624,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,47626,47655,ORG,Niels Bohr,25,Physics
"Niels Bohr Library & Archives
Oral",5,47657,47691,ORG,Niels Bohr,25,Physics
Niels Bohr,2,47725,47735,PERSON,Niels Bohr,25,Physics
7 November 1962,3,47739,47754,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,47756,47785,ORG,Niels Bohr,25,Physics
"Niels Bohr Library & Archives
Oral",5,47787,47821,ORG,Niels Bohr,25,Physics
Niels Bohr,2,47855,47865,PERSON,Niels Bohr,25,Physics
14 November 1962,3,47869,47885,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,47887,47916,ORG,Niels Bohr,25,Physics
"Niels Bohr Library & Archives
Oral",5,47918,47952,ORG,Niels Bohr,25,Physics
Niels Bohr,2,47986,47996,PERSON,Niels Bohr,25,Physics
17 November 1962,3,48000,48016,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,48018,48047,ORG,Niels Bohr,25,Physics
Niels Bohr Library & Archives,5,48049,48078,ORG,Niels Bohr,25,Physics
The Bohr-Heisenberg,2,48080,48099,WORK_OF_ART,Niels Bohr,25,Physics
September 1941,2,48111,48125,DATE,Niels Bohr,25,Physics
American Institute of Physics,4,48128,48157,ORG,Niels Bohr,25,Physics
4 July 2011,3,48189,48200,DATE,Niels Bohr,25,Physics
2 March 2013,3,48212,48224,DATE,Niels Bohr,25,Physics
Copenhagen,1,48249,48259,GPE,Niels Bohr,25,Physics
Niels Bohr,2,48261,48271,PERSON,Niels Bohr,25,Physics
Massachusetts Institute of Technology,4,48274,48311,ORG,Niels Bohr,25,Physics
9 October 2013,3,48323,48337,DATE,Niels Bohr,25,Physics
Video – Niels Bohr,4,48340,48358,WORK_OF_ART,Niels Bohr,25,Physics
1962,1,48360,48364,DATE,Niels Bohr,25,Physics
"Atomic Physics and Human Knowledge""",5,48367,48402,WORK_OF_ART,Niels Bohr,25,Physics
Lindau Nobel,2,48404,48416,PERSON,Niels Bohr,25,Physics
9 July 2014,3,48446,48457,DATE,Niels Bohr,25,Physics
Robert Andrews Millikan,3,0,23,PERSON,Robert Andrews Millikan,26,Physics
"March 22, 1868",3,25,39,DATE,Robert Andrews Millikan,26,Physics
"December 19, 1953",3,42,59,DATE,Robert Andrews Millikan,26,Physics
American,1,68,76,NORP,Robert Andrews Millikan,26,Physics
the Nobel Prize for Physics,5,108,135,WORK_OF_ART,Robert Andrews Millikan,26,Physics
1923,1,139,143,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,244,252,PERSON,Robert Andrews Millikan,26,Physics
Oberlin College,2,268,283,ORG,Robert Andrews Millikan,26,Physics
1891,1,287,291,DATE,Robert Andrews Millikan,26,Physics
Columbia University,2,322,341,ORG,Robert Andrews Millikan,26,Physics
1895,1,345,349,DATE,Robert Andrews Millikan,26,Physics
1896,1,354,358,DATE,Robert Andrews Millikan,26,Physics
the University of Chicago,4,385,410,ORG,Robert Andrews Millikan,26,Physics
1910,1,448,452,DATE,Robert Andrews Millikan,26,Physics
1909,1,457,461,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,462,470,PERSON,Robert Andrews Millikan,26,Physics
1910,1,845,849,DATE,Robert Andrews Millikan,26,Physics
1914,1,959,963,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,964,972,PERSON,Robert Andrews Millikan,26,Physics
Albert Einstein,2,1060,1075,PERSON,Robert Andrews Millikan,26,Physics
1905,1,1079,1083,DATE,Robert Andrews Millikan,26,Physics
Planck,1,1184,1190,PRODUCT,Robert Andrews Millikan,26,Physics
1921,1,1204,1208,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,1209,1217,PERSON,Robert Andrews Millikan,26,Physics
the University of Chicago,4,1223,1248,ORG,Robert Andrews Millikan,26,Physics
the Norman Bridge Laboratory of Physics,6,1271,1310,ORG,Robert Andrews Millikan,26,Physics
the California Institute of Technology,5,1314,1352,ORG,Robert Andrews Millikan,26,Physics
Caltech,1,1354,1361,ORG,Robert Andrews Millikan,26,Physics
Pasadena,1,1366,1374,GPE,Robert Andrews Millikan,26,Physics
California,1,1376,1386,GPE,Robert Andrews Millikan,26,Physics
Victor Hess,2,1457,1468,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,1507,1515,PERSON,Robert Andrews Millikan,26,Physics
the Executive Council of Caltech,5,1627,1659,ORG,Robert Andrews Millikan,26,Physics
1921,1,1707,1711,DATE,Robert Andrews Millikan,26,Physics
1945,1,1736,1740,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,1742,1750,PERSON,Robert Andrews Millikan,26,Physics
one,1,1782,1785,CARDINAL,Robert Andrews Millikan,26,Physics
the United States,3,1826,1843,GPE,Robert Andrews Millikan,26,Physics
Science Service,2,1889,1904,ORG,Robert Andrews Millikan,26,Physics
Society for Science & the Public,6,1919,1951,ORG,Robert Andrews Millikan,26,Physics
1921 to 1953,3,1958,1970,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,1972,1980,PERSON,Robert Andrews Millikan,26,Physics
the American Philosophical Society,4,2006,2040,ORG,Robert Andrews Millikan,26,Physics
the American Academy of Arts and Sciences,7,2042,2083,ORG,Robert Andrews Millikan,26,Physics
the United States National Academy of Sciences,7,2089,2135,ORG,Robert Andrews Millikan,26,Physics
Robert Andrews Millikan,3,2176,2199,PERSON,Robert Andrews Millikan,26,Physics
"March 22, 1868",3,2212,2226,DATE,Robert Andrews Millikan,26,Physics
Morrison,1,2231,2239,GPE,Robert Andrews Millikan,26,Physics
Illinois,1,2241,2249,GPE,Robert Andrews Millikan,26,Physics
Maquoketa,1,2277,2286,GPE,Robert Andrews Millikan,26,Physics
Iowa,1,2288,2292,GPE,Robert Andrews Millikan,26,Physics
Oberlin College,2,2347,2362,ORG,Robert Andrews Millikan,26,Physics
1891,1,2366,2370,DATE,Robert Andrews Millikan,26,Physics
Columbia University,2,2405,2424,ORG,Robert Andrews Millikan,26,Physics
1895,1,2428,2432,DATE,Robert Andrews Millikan,26,Physics
first,1,2446,2451,ORDINAL,Robert Andrews Millikan,26,Physics
Ph.D.,1,2462,2467,WORK_OF_ART,Robert Andrews Millikan,26,Physics
Greek,1,2534,2539,NORP,Robert Andrews Millikan,26,Physics
the next year,3,2644,2657,DATE,Robert Andrews Millikan,26,Physics
Greek,1,2757,2762,NORP,Robert Andrews Millikan,26,Physics
1889,1,2996,3000,DATE,Robert Andrews Millikan,26,Physics
first,1,3106,3111,ORDINAL,Robert Andrews Millikan,26,Physics
1889,1,3133,3137,DATE,Robert Andrews Millikan,26,Physics
Millikan's,1,3286,3296,PERSON,Robert Andrews Millikan,26,Physics
1908,1,3804,3808,DATE,Robert Andrews Millikan,26,Physics
the University of Chicago,4,3831,3856,ORG,Robert Andrews Millikan,26,Physics
Millikan,1,3858,3866,PERSON,Robert Andrews Millikan,26,Physics
J. J. Thomson,3,3954,3967,PERSON,Robert Andrews Millikan,26,Physics
one,1,4104,4107,CARDINAL,Robert Andrews Millikan,26,Physics
two,1,4117,4120,CARDINAL,Robert Andrews Millikan,26,Physics
Millikan,1,4189,4197,PERSON,Robert Andrews Millikan,26,Physics
Harvey Fletcher,2,4228,4243,PERSON,Robert Andrews Millikan,26,Physics
Avogadro,1,4346,4354,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,4431,4439,PERSON,Robert Andrews Millikan,26,Physics
Harvey Fletcher,2,4472,4487,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,4555,4563,PERSON,Robert Andrews Millikan,26,Physics
1923,1,4583,4587,DATE,Robert Andrews Millikan,26,Physics
Nobel Prize for Physics,4,4588,4611,WORK_OF_ART,Robert Andrews Millikan,26,Physics
Fletcher,1,4640,4648,PERSON,Robert Andrews Millikan,26,Physics
first,1,4721,4726,ORDINAL,Robert Andrews Millikan,26,Physics
1910,1,4738,4742,DATE,Robert Andrews Millikan,26,Physics
Felix Ehrenhaft,2,4775,4790,PERSON,Robert Andrews Millikan,26,Physics
two,1,4825,4828,CARDINAL,Robert Andrews Millikan,26,Physics
Millikan,1,4868,4876,PERSON,Robert Andrews Millikan,26,Physics
1913,1,4908,4912,DATE,Robert Andrews Millikan,26,Physics
two,1,5142,5145,CARDINAL,Robert Andrews Millikan,26,Physics
Millikan,1,5283,5291,PERSON,Robert Andrews Millikan,26,Physics
1.592 × 10−19 coulomb,4,5375,5396,QUANTITY,Robert Andrews Millikan,26,Physics
1.602,1,5494,5499,CARDINAL,Robert Andrews Millikan,26,Physics
53,1,5504,5506,CARDINAL,Robert Andrews Millikan,26,Physics
14,1,5507,5509,CARDINAL,Robert Andrews Millikan,26,Physics
10−19,1,5513,5518,CARDINAL,Robert Andrews Millikan,26,Physics
1897,1,5804,5808,DATE,Robert Andrews Millikan,26,Physics
J. J. Thomson,3,5810,5823,PERSON,Robert Andrews Millikan,26,Physics
1840,1,5919,5923,CARDINAL,Robert Andrews Millikan,26,Physics
George FitzGerald,2,5988,6005,PERSON,Robert Andrews Millikan,26,Physics
Walter Kaufmann,2,6010,6025,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,6439,6449,ORG,Robert Andrews Millikan,26,Physics
General Electric Company's,3,6536,6562,ORG,Robert Andrews Millikan,26,Physics
Charles Steinmetz,2,6563,6580,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,6693,6703,ORG,Robert Andrews Millikan,26,Physics
Millikan's,1,6800,6810,PERSON,Robert Andrews Millikan,26,Physics
second,1,6835,6841,ORDINAL,Robert Andrews Millikan,26,Physics
Allan Franklin,2,6918,6932,PERSON,Robert Andrews Millikan,26,Physics
the University of Colorado,4,7009,7035,ORG,Robert Andrews Millikan,26,Physics
Franklin,1,7038,7046,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,7061,7071,ORG,Robert Andrews Millikan,26,Physics
Millikan's,1,7154,7164,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,7241,7249,PERSON,Robert Andrews Millikan,26,Physics
better than one-half of one percent,6,7288,7323,PERCENT,Robert Andrews Millikan,26,Physics
Millikan,1,7337,7345,PERSON,Robert Andrews Millikan,26,Physics
less than 2%,3,7415,7427,PERCENT,Robert Andrews Millikan,26,Physics
Millikan's,1,7470,7480,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,7673,7681,PERSON,Robert Andrews Millikan,26,Physics
David Goodstein,2,7705,7720,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,7733,7743,PERSON,Robert Andrews Millikan,26,Physics
60 day,2,7786,7792,DATE,Robert Andrews Millikan,26,Physics
Goodstein,1,7944,7953,PERSON,Robert Andrews Millikan,26,Physics
five,1,8006,8010,CARDINAL,Robert Andrews Millikan,26,Physics
two,1,8040,8043,CARDINAL,Robert Andrews Millikan,26,Physics
Albert Einstein,2,8092,8107,PERSON,Robert Andrews Millikan,26,Physics
1905,1,8122,8126,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,8166,8174,PERSON,Robert Andrews Millikan,26,Physics
1914,1,8541,8545,DATE,Robert Andrews Millikan,26,Physics
Einstein's,1,8557,8567,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,8601,8609,PERSON,Robert Andrews Millikan,26,Physics
Einstein's,1,8631,8641,PERSON,Robert Andrews Millikan,26,Physics
1916,1,8673,8677,DATE,Robert Andrews Millikan,26,Physics
Einstein's,1,8689,8699,PERSON,Robert Andrews Millikan,26,Physics
1950,1,8944,8948,DATE,Robert Andrews Millikan,26,Physics
Einstein,1,9061,9069,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,9176,9186,PERSON,Robert Andrews Millikan,26,Physics
20th century,2,9288,9300,DATE,Robert Andrews Millikan,26,Physics
1927,1,9416,9420,DATE,Robert Andrews Millikan,26,Physics
Einstein's,1,9492,9502,PERSON,Robert Andrews Millikan,26,Physics
Einstein's,1,9584,9594,PERSON,Robert Andrews Millikan,26,Physics
1905,1,9713,9717,DATE,Robert Andrews Millikan,26,Physics
1914,1,9761,9765,DATE,Robert Andrews Millikan,26,Physics
Millikan,1,9879,9887,PERSON,Robert Andrews Millikan,26,Physics
Planck,1,9937,9943,ORG,Robert Andrews Millikan,26,Physics
1917,1,10036,10040,DATE,Robert Andrews Millikan,26,Physics
George Ellery Hale,3,10059,10077,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,10088,10096,PERSON,Robert Andrews Millikan,26,Physics
several months,2,10115,10129,DATE,Robert Andrews Millikan,26,Physics
the Throop College of Technology,5,10143,10175,ORG,Robert Andrews Millikan,26,Physics
Pasadena,1,10209,10217,GPE,Robert Andrews Millikan,26,Physics
California,1,10219,10229,GPE,Robert Andrews Millikan,26,Physics
Hale,1,10236,10240,PERSON,Robert Andrews Millikan,26,Physics
A few years later,4,10320,10337,DATE,Robert Andrews Millikan,26,Physics
Throop College,2,10338,10352,ORG,Robert Andrews Millikan,26,Physics
the California Institute of Technology,5,10360,10398,ORG,Robert Andrews Millikan,26,Physics
Caltech,1,10400,10407,ORG,Robert Andrews Millikan,26,Physics
Millikan,1,10414,10422,PERSON,Robert Andrews Millikan,26,Physics
the University of Chicago,4,10428,10453,ORG,Robert Andrews Millikan,26,Physics
Caltech's,1,10464,10473,ORG,Robert Andrews Millikan,26,Physics
Millikan,1,10540,10548,PERSON,Robert Andrews Millikan,26,Physics
1921 to 1945,3,10578,10590,DATE,Robert Andrews Millikan,26,Physics
Caltech,1,10596,10603,ORG,Robert Andrews Millikan,26,Physics
the 1930s,2,10698,10707,DATE,Robert Andrews Millikan,26,Physics
Arthur Compton,2,10738,10752,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,10816,10826,PRODUCT,Robert Andrews Millikan,26,Physics
Compton's,1,10855,10864,PRODUCT,Robert Andrews Millikan,26,Physics
Millikan,1,10873,10881,PERSON,Robert Andrews Millikan,26,Physics
Compton,1,11042,11049,PERSON,Robert Andrews Millikan,26,Physics
Earth's,1,11135,11142,NORP,Robert Andrews Millikan,26,Physics
Millikan,1,11193,11201,PERSON,Robert Andrews Millikan,26,Physics
the National Research Council,4,11223,11252,ORG,Robert Andrews Millikan,26,Physics
World War I,3,11260,11271,EVENT,Robert Andrews Millikan,26,Physics
William T. Wood,3,11421,11436,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,11453,11461,PERSON,Robert Andrews Millikan,26,Physics
Wood,1,11564,11568,PERSON,Robert Andrews Millikan,26,Physics
Millikan's,1,11596,11606,ORG,Robert Andrews Millikan,26,Physics
Frank McIntyre,2,11658,11672,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,11737,11745,PERSON,Robert Andrews Millikan,26,Physics
the Chinese Order of Jade,5,11759,11784,WORK_OF_ART,Robert Andrews Millikan,26,Physics
the War,2,11792,11799,EVENT,Robert Andrews Millikan,26,Physics
Millikan,1,11801,11809,PERSON,Robert Andrews Millikan,26,Physics
the League of Nations' Committee on Intellectual Cooperation,8,11838,11898,ORG,Robert Andrews Millikan,26,Physics
1922,1,11905,11909,DATE,Robert Andrews Millikan,26,Physics
George E. Hale,3,11929,11943,PERSON,Robert Andrews Millikan,26,Physics
1931,1,11948,11952,DATE,Robert Andrews Millikan,26,Physics
Marie Curie,2,11989,12000,PERSON,Robert Andrews Millikan,26,Physics
Albert Einstein,2,12002,12017,PERSON,Robert Andrews Millikan,26,Physics
Hendrik Lorentz,2,12019,12034,PERSON,Robert Andrews Millikan,26,Physics
Millikan,1,12043,12051,PERSON,Robert Andrews Millikan,26,Physics
1932,1,12100,12104,DATE,Robert Andrews Millikan,26,Physics
Los Angeles Olympics,3,12105,12125,EVENT,Robert Andrews Millikan,26,Physics
three,1,12209,12214,CARDINAL,Robert Andrews Millikan,26,Physics
Clark B. Millikan,3,12241,12258,PERSON,Robert Andrews Millikan,26,Physics
Glenn,1,12314,12319,PERSON,Robert Andrews Millikan,26,Physics
Clare,1,12361,12366,PERSON,Robert Andrews Millikan,26,Physics
George Leigh Mallory,3,12371,12391,PERSON,Robert Andrews Millikan,26,Physics
Mount Everest,2,12416,12429,LOC,Robert Andrews Millikan,26,Physics
Glenn,1,12436,12441,PERSON,Robert Andrews Millikan,26,Physics
Cumberland Mountains,2,12479,12499,LOC,Robert Andrews Millikan,26,Physics
1947,1,12503,12507,DATE,Robert Andrews Millikan,26,Physics
1933,1,12533,12537,DATE,Robert Andrews Millikan,26,Physics
Long Beach earthquake,3,12538,12559,EVENT,Robert Andrews Millikan,26,Physics
Millikan,1,12561,12569,PERSON,Robert Andrews Millikan,26,Physics
the Joint Technical Committee on Earthquake Protection,7,12578,12632,ORG,Robert Andrews Millikan,26,Physics
Millikan,1,12830,12838,PERSON,Robert Andrews Millikan,26,Physics
Christian,1,12896,12905,NORP,Robert Andrews Millikan,26,Physics
